万得代码,交易所代码,自然日,时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号
688001.SH,688001,20220812,134953250,2393535,,,S,365500,141,3969659,3942446
688001.SH,688001,20220812,134953250,2393536,,,S,365500,200,3969659,3945934
688001.SH,688001,20220812,134953250,2393537,,,S,365500,59,3969659,3961978
688001.SH,688001,20220812,135002450,2394652,,,B,365700,200,3969724,3971414
688001.SH,688001,20220812,135002450,2394653,,,B,365700,500,3969729,3971414
688001.SH,688001,20220812,135002450,2394654,,,B,365800,1307,3922134,3971414
688001.SH,688001,20220812,135002520,2394657,,,S,366000,200,3971424,3971414
688001.SH,688001,20220812,135002590,2394660,,,S,366000,270,3971438,3971414
688001.SH,688001,20220812,135005320,2394926,,,S,366000,200,3972026,3971414
688001.SH,688001,20220812,135005580,2394954,,,S,366000,594,3972097,3971414
688001.SH,688001,20220812,135005760,2394972,,,S,366000,200,3972126,3971414
688001.SH,688001,20220812,135005980,2394993,,,S,366000,300,3972189,3971414
688001.SH,688001,20220812,135006050,2395005,,,S,366000,300,3972208,3971414
688001.SH,688001,20220812,135008160,2395258,,,S,366000,929,3972653,3971414
688001.SH,688001,20220812,135008160,2395259,,,S,366000,71,3972653,3972600
688001.SH,688001,20220812,135008540,2395307,,,S,366000,200,3972737,3972600
688001.SH,688001,20220812,135008910,2395324,,,S,366000,200,3972795,3972600
688001.SH,688001,20220812,135054510,2400940,,,B,366100,298,3971922,3982468
688001.SH,688001,20220812,135124620,2404012,,,B,366200,200,3898992,3988027
688001.SH,688001,20220812,135211630,2408521,,,B,366200,296,3898992,3996312
688001.SH,688001,20220812,135217070,2409106,,,S,366000,1000,3997286,3980038
688001.SH,688001,20220812,135217070,2409107,,,S,366000,500,3997286,3991587
688001.SH,688001,20220812,135217070,2409108,,,S,366000,500,3997286,3992266
688001.SH,688001,20220812,135221800,2409419,,,S,366000,98,3997963,3992266
688001.SH,688001,20220812,135253840,2413261,,,S,365800,200,4004202,4002286
688001.SH,688001,20220812,135318780,2415837,,,S,365600,200,4008340,4005864
688001.SH,688001,20220812,135319230,2415863,,,S,365500,141,4008422,3961978
688001.SH,688001,20220812,135319230,2415864,,,S,365500,59,4008422,3998502
688001.SH,688001,20220812,135323800,2416385,,,S,365500,141,4009157,3998502
688001.SH,688001,20220812,135324110,2416402,,,S,365400,200,4009187,3959665
688001.SH,688001,20220812,135324270,2416414,,,S,365400,300,4009211,3969566
688001.SH,688001,20220812,135326750,2416644,,,B,365400,200,4009213,4009586
688001.SH,688001,20220812,135326750,2416645,,,B,365500,97,4009157,4009586
688001.SH,688001,20220812,135339000,2418356,,,S,365300,300,4012233,3972421
688001.SH,688001,20220812,135339000,2418357,,,S,365300,2000,4012233,3991889
688001.SH,688001,20220812,135410600,2422145,,,S,365200,153,4018013,3937531
688001.SH,688001,20220812,135410600,2422146,,,S,365200,70,4018013,4013033
688001.SH,688001,20220812,135432360,2424423,,,S,365200,430,4021495,4013033
688001.SH,688001,20220812,135432360,2424424,,,S,365200,500,4021495,4013317
688001.SH,688001,20220812,135450690,2426192,,,B,365300,295,4012233,4024497
688001.SH,688001,20220812,135501570,2427026,,,B,365300,200,4012233,4026089
688001.SH,688001,20220812,135507510,2427799,,,S,365200,212,4027336,4020959
688001.SH,688001,20220812,135507620,2427829,,,S,365200,288,4027368,4020959
688001.SH,688001,20220812,135507620,2427830,,,S,365200,112,4027368,4021112
688001.SH,688001,20220812,135507680,2427846,,,S,365200,88,4027383,4021112
688001.SH,688001,20220812,135508530,2428045,,,S,365100,314,4027687,3621111
688001.SH,688001,20220812,135509170,2428116,,,S,365100,96,4027862,3621111
688001.SH,688001,20220812,135509170,2428117,,,S,365100,104,4027862,3693810
688001.SH,688001,20220812,135510410,2428291,,,S,365100,96,4028275,3693810
688001.SH,688001,20220812,135510410,2428292,,,S,365100,207,4028275,3926908
688001.SH,688001,20220812,135510410,2428293,,,S,365100,193,4028277,3926908
688001.SH,688001,20220812,135510410,2428294,,,S,365100,147,4028277,3929762
688001.SH,688001,20220812,135512710,2428579,,,S,365100,200,4028841,3929762
688001.SH,688001,20220812,135512710,2428580,,,S,365100,200,4028843,3929762
688001.SH,688001,20220812,135512710,2428581,,,S,365100,200,4028844,3929762
688001.SH,688001,20220812,135512710,2428583,,,S,365100,153,4028846,3929762
688001.SH,688001,20220812,135512710,2428584,,,S,365100,47,4028846,3947249
688001.SH,688001,20220812,135512740,2428588,,,S,365100,200,4028854,3947249
688001.SH,688001,20220812,135512740,2428589,,,S,365100,200,4028855,3947249
688001.SH,688001,20220812,135512740,2428590,,,S,365100,200,4028856,3947249
688001.SH,688001,20220812,135512760,2428591,,,S,365100,200,4028858,3947249
688001.SH,688001,20220812,135512790,2428594,,,S,365100,153,4028865,3947249
688001.SH,688001,20220812,135513160,2428644,,,S,365000,300,4028953,62559
688001.SH,688001,20220812,135513180,2428661,,,S,365000,200,4028972,62559
688001.SH,688001,20220812,135513230,2428668,,,S,365000,400,4028986,62559
688001.SH,688001,20220812,135513250,2428673,,,S,365000,200,4028993,62559
688001.SH,688001,20220812,135513420,2428711,,,S,365000,400,4029078,62559
688001.SH,688001,20220812,135513590,2428727,,,S,365000,200,4029121,62559
688001.SH,688001,20220812,135513650,2428736,,,S,365000,300,4029135,62559
688001.SH,688001,20220812,135513650,2428737,,,S,365000,200,4029135,203385
688001.SH,688001,20220812,135513690,2428741,,,S,365000,300,4029149,203385
688001.SH,688001,20220812,135513830,2428754,,,S,365000,200,4029181,203385
688001.SH,688001,20220812,135513910,2428757,,,S,365000,300,4029193,203385
688001.SH,688001,20220812,135513910,2428758,,,S,365000,200,4029193,1460108
688001.SH,688001,20220812,135514000,2428763,,,S,365000,200,4029211,1460108
688001.SH,688001,20220812,135514070,2428766,,,S,365000,200,4029220,1460108
688001.SH,688001,20220812,135514070,2428767,,,S,365000,200,4029221,1460108
688001.SH,688001,20220812,135514080,2428768,,,S,365000,200,4029222,1460108
688001.SH,688001,20220812,135514100,2428771,,,S,365000,200,4029227,1460108
688001.SH,688001,20220812,135514110,2428775,,,S,365000,200,4029230,1460108
688001.SH,688001,20220812,135514170,2428780,,,S,365000,200,4029241,1460108
688001.SH,688001,20220812,135514380,2428820,,,S,365000,400,4029275,1460108
688001.SH,688001,20220812,135514380,2428821,,,S,365000,100,4029275,2285560
688001.SH,688001,20220812,135514490,2428831,,,S,365000,17,4029289,2285560
688001.SH,688001,20220812,135516190,2429069,,,S,365000,200,4029640,2285560
688001.SH,688001,20220812,135516190,2429080,,,S,365000,183,4029642,2285560
688001.SH,688001,20220812,135516190,2429081,,,S,365000,17,4029642,2972044
688001.SH,688001,20220812,135516320,2429116,,,S,365000,200,4029705,2972044
688001.SH,688001,20220812,135516320,2429117,,,S,365000,200,4029707,2972044
688001.SH,688001,20220812,135516320,2429118,,,S,365000,83,4029708,2972044
688001.SH,688001,20220812,135521700,2429718,,,S,364900,200,4030838,520362
688001.SH,688001,20220812,135521730,2429746,,,S,364900,200,4030868,520362
688001.SH,688001,20220812,135521730,2429747,,,S,364900,200,4030869,520362
688001.SH,688001,20220812,135521740,2429749,,,S,364900,200,4030871,520362
688001.SH,688001,20220812,135521750,2429750,,,S,364900,200,4030872,520362
688001.SH,688001,20220812,135521760,2429753,,,S,364900,200,4030877,520362
688001.SH,688001,20220812,135521760,2429755,,,S,364900,300,4030880,520362
688001.SH,688001,20220812,135530640,2430789,,,S,364700,200,4032671,4032276
688001.SH,688001,20220812,135530640,2430790,,,S,364600,200,4032671,4031980
688001.SH,688001,20220812,135530640,2430791,,,S,364500,1000,4032671,3229722
688001.SH,688001,20220812,135530640,2430792,,,S,364500,3000,4032671,3968705
688001.SH,688001,20220812,135530640,2430793,,,S,364500,575,4032671,4026262
688001.SH,688001,20220812,135530690,2430795,,,B,364500,213,4032671,4032678
688001.SH,688001,20220812,135530740,2430797,,,B,364500,213,4032671,4032691
688001.SH,688001,20220812,135530740,2430798,,,B,364500,200,4032671,4032692
688001.SH,688001,20220812,135530740,2430799,,,B,364500,200,4032671,4032693
688001.SH,688001,20220812,135533800,2431231,,,S,364200,210,4033256,4032685
688001.SH,688001,20220812,135533800,2431232,,,S,364200,151,4033256,4032686
688001.SH,688001,20220812,135603500,2435114,,,B,364500,44,4032671,4039247
688001.SH,688001,20220812,135603500,2435115,,,B,364500,156,4033774,4039247
688001.SH,688001,20220812,135603810,2435170,,,B,364500,213,4039301,4039329
688001.SH,688001,20220812,135604090,2435214,,,B,364500,101,4039301,4039443
688001.SH,688001,20220812,135608820,2436010,,,B,364800,200,4032681,4040720
688001.SH,688001,20220812,135608820,2436011,,,B,364800,95,4033255,4040720
688001.SH,688001,20220812,135639400,2440009,,,S,364500,200,4047388,4041680
688001.SH,688001,20220812,135710280,2443636,,,B,364700,200,4047489,4052982
688001.SH,688001,20220812,135710280,2443637,,,B,364700,200,4047490,4052982
688001.SH,688001,20220812,135710280,2443638,,,B,364700,200,4051602,4052982
688001.SH,688001,20220812,135727850,2445734,,,B,364800,295,4047259,4056304
688001.SH,688001,20220812,135733540,2446195,,,S,364700,800,4057159,4052982
688001.SH,688001,20220812,135737100,2446584,,,B,364800,705,4047259,4057768
688001.SH,688001,20220812,135737100,2446585,,,B,364800,300,4047507,4057768
688001.SH,688001,20220812,135737100,2446586,,,B,364800,200,4053713,4057768
688001.SH,688001,20220812,135737180,2446598,,,S,364800,200,4057785,4057768
688001.SH,688001,20220812,135737430,2446620,,,S,364800,95,4057828,4057768
688001.SH,688001,20220812,135752940,2448098,,,S,364800,200,4060332,4060317
688001.SH,688001,20220812,135753190,2448109,,,S,364800,100,4060370,4060317
688001.SH,688001,20220812,135753440,2448162,,,B,364800,100,4060370,4060429
688001.SH,688001,20220812,135753700,2448178,,,S,364800,200,4060457,4060429
688001.SH,688001,20220812,135828880,2453286,,,S,364800,200,4067259,4067124
688001.SH,688001,20220812,135829180,2453299,,,S,364800,190,4067305,4067124
688001.SH,688001,20220812,135831680,2453556,,,S,364700,100,4067757,4052982
688001.SH,688001,20220812,135846800,2455260,,,B,364900,160,4030880,4070458
688001.SH,688001,20220812,135857450,2456541,,,S,364900,137,4072444,4070458
688001.SH,688001,20220812,135857450,2456542,,,S,364900,263,4072444,4072428
688001.SH,688001,20220812,135859630,2456786,,,B,365000,1500,4047339,4072750
688001.SH,688001,20220812,135900560,2456906,,,S,365000,600,4072891,4072750
688001.SH,688001,20220812,135900940,2456979,,,S,365000,400,4072975,4072750
688001.SH,688001,20220812,135911040,2458563,,,S,364900,200,4075405,4072428
688001.SH,688001,20220812,135917290,2459542,,,S,364900,37,4076924,4072428
688001.SH,688001,20220812,135917290,2459543,,,S,364900,363,4076924,4073970
688001.SH,688001,20220812,135925620,2460777,,,S,364900,251,4078775,4073970
688001.SH,688001,20220812,135946730,2463801,,,B,364900,13,4078775,4083361
688001.SH,688001,20220812,135946730,2463802,,,B,364900,208,4078776,4083361
688001.SH,688001,20220812,135950730,2464354,,,S,364900,1279,4084246,4083361
688001.SH,688001,20220812,135954260,2464851,,,B,364900,615,4084246,4085008
688001.SH,688001,20220812,140007940,2467445,,,B,364900,297,4084246,4088712
688001.SH,688001,20220812,140008720,2467526,,,B,364900,200,4084246,4088887
688001.SH,688001,20220812,140014030,2468360,,,B,364900,99,4084246,4090430
688001.SH,688001,20220812,140131900,2480349,,,B,365000,295,4106398,4110152
688001.SH,688001,20220812,140158580,2482692,,,B,365000,200,4106398,4114853
688001.SH,688001,20220812,140222080,2485339,,,S,364900,215,4119559,4110102
688001.SH,688001,20220812,140222080,2485340,,,S,364900,500,4119559,4113332
688001.SH,688001,20220812,140226970,2485734,,,B,364900,200,4119559,4120341
688001.SH,688001,20220812,140227030,2485743,,,B,364900,85,4119559,4120349
688001.SH,688001,20220812,140227030,2485744,,,B,365000,5,4106398,4120349
688001.SH,688001,20220812,140227030,2485745,,,B,365000,110,4107687,4120349
688001.SH,688001,20220812,140229710,2485967,,,B,365000,239,4107687,4120756
688001.SH,688001,20220812,140247150,2487914,,,B,365000,500,4107687,4124322
688001.SH,688001,20220812,140249070,2488142,,,B,365000,298,4107687,4124799
688001.SH,688001,20220812,140310090,2491950,,,B,365000,240,4107687,4130471
688001.SH,688001,20220812,140312300,2493742,,,B,365000,300,4107687,4132563
688001.SH,688001,20220812,140312320,2493769,,,B,365000,200,4107687,4132569
688001.SH,688001,20220812,140312320,2493770,,,B,365000,200,4107687,4132570
688001.SH,688001,20220812,140312380,2493862,,,B,365000,300,4107687,4132683
688001.SH,688001,20220812,140312440,2493877,,,B,365000,113,4107687,4132724
688001.SH,688001,20220812,140312440,2493878,,,B,365000,87,4128894,4132724
688001.SH,688001,20220812,140312440,2493879,,,B,365000,157,4128894,4132725
688001.SH,688001,20220812,140312820,2494151,,,B,365100,200,4100016,4133064
688001.SH,688001,20220812,140313300,2494727,,,B,365100,33,4100016,4133618
688001.SH,688001,20220812,140315000,2496058,,,B,365300,200,4091224,4135128
688001.SH,688001,20220812,140315110,2496184,,,B,365300,200,4091224,4135270
688001.SH,688001,20220812,140315250,2496265,,,B,365300,202,4091224,4135392
688001.SH,688001,20220812,140315270,2496277,,,B,365300,398,4091224,4135404
688001.SH,688001,20220812,140321310,2500689,,,B,365500,162,4009157,4140691
688001.SH,688001,20220812,140327110,2502632,,,B,365600,65,4008340,4143235
688001.SH,688001,20220812,140329780,2503164,,,S,365600,135,4144164,4143235
688001.SH,688001,20220812,140329780,2503165,,,S,365600,200,4144164,4143238
688001.SH,688001,20220812,140333270,2504028,,,B,365900,200,4145190,4145304
688001.SH,688001,20220812,140349600,2506998,,,B,365900,300,4145190,4149886
688001.SH,688001,20220812,140403950,2508999,,,B,366000,102,3997963,4153141
688001.SH,688001,20220812,140403950,2509000,,,B,366000,194,4143386,4153141
688001.SH,688001,20220812,140404020,2509006,,,B,366000,6,4143386,4153159
688001.SH,688001,20220812,140411090,2510344,,,B,366200,135,3898992,4155483
688001.SH,688001,20220812,140411090,2510345,,,B,366700,62,3812139,4155483
688001.SH,688001,20220812,140411090,2510346,,,B,366800,200,3800319,4155483
688001.SH,688001,20220812,140411090,2510347,,,B,367600,400,3752667,4155483
688001.SH,688001,20220812,140411090,2510348,,,B,367700,1000,3658949,4155483
688001.SH,688001,20220812,140411320,2510382,,,S,367700,1300,4155533,4155483
688001.SH,688001,20220812,140411320,2510383,,,S,367700,1103,4155534,4155483
688001.SH,688001,20220812,140426300,2512913,,,B,366600,200,4156210,4159386
688001.SH,688001,20220812,140447390,2515107,,,B,366600,200,4156210,4163403
688001.SH,688001,20220812,140452690,2515659,,,S,366600,100,4164618,4163403
688001.SH,688001,20220812,140513320,2518643,,,B,367200,200,4159627,4169149
688001.SH,688001,20220812,140527480,2520590,,,B,366900,200,4170921,4172712
688001.SH,688001,20220812,140528900,2520759,,,S,366900,95,4173013,4172712
688001.SH,688001,20220812,140548780,2523031,,,B,366900,300,4175569,4176796
688001.SH,688001,20220812,140551350,2523248,,,B,367000,200,4170094,4177229
688001.SH,688001,20220812,140551570,2523252,,,B,367000,200,4170099,4177276
688001.SH,688001,20220812,140600490,2525278,,,B,367000,200,4170103,4180228
688001.SH,688001,20220812,140603040,2526016,,,B,367000,200,4170104,4181082
688001.SH,688001,20220812,140604740,2526607,,,B,367000,200,4170110,4181772
688001.SH,688001,20220812,140605000,2526652,,,B,367000,200,4170142,4181854
688001.SH,688001,20220812,140605450,2526846,,,B,367100,200,4169219,4182001
688001.SH,688001,20220812,140614880,2528211,,,B,367100,100,4169241,4184296
688001.SH,688001,20220812,140614880,2528212,,,B,367100,100,4169280,4184296
688001.SH,688001,20220812,140630970,2530177,,,S,366900,2700,4187608,4176796
688001.SH,688001,20220812,140637010,2530767,,,S,366400,259,4188741,4165718
688001.SH,688001,20220812,140649530,2532226,,,B,366800,200,4187624,4191107
688001.SH,688001,20220812,140649530,2532227,,,B,366800,96,4188521,4191107
688001.SH,688001,20220812,140705350,2533956,,,B,366800,104,4188521,4194290
688001.SH,688001,20220812,140759250,2540581,,,S,366800,196,4205765,4194290
688001.SH,688001,20220812,140759250,2540582,,,S,366800,804,4205765,4198560
688001.SH,688001,20220812,140813170,2542160,,,B,366900,293,4187608,4208773
688001.SH,688001,20220812,140836580,2544449,,,S,366800,800,4212853,4198560
688001.SH,688001,20220812,140915730,2549323,,,S,366800,396,4220473,4198560
688001.SH,688001,20220812,140918600,2549547,,,S,366600,200,4220953,4193232
688001.SH,688001,20220812,140918600,2549548,,,S,366600,239,4220953,4194182
688001.SH,688001,20220812,140918600,2549549,,,S,366600,200,4220953,4194183
688001.SH,688001,20220812,140918600,2549550,,,S,366600,200,4220953,4194185
688001.SH,688001,20220812,140918600,2549551,,,S,366600,200,4220953,4194187
688001.SH,688001,20220812,140918600,2549552,,,S,366600,109,4220953,4194188
688001.SH,688001,20220812,140928090,2551042,,,B,366800,104,4220473,4222824
688001.SH,688001,20220812,140928090,2551043,,,B,366900,7,4187608,4222824
688001.SH,688001,20220812,140928090,2551044,,,B,366900,72,4219662,4222824
688001.SH,688001,20220812,140948680,2553951,,,S,366900,600,4227015,4222824
688001.SH,688001,20220812,140948750,2553960,,,S,366900,217,4227032,4222824
688001.SH,688001,20220812,140951460,2554571,,,S,366800,200,4227833,4223123
688001.SH,688001,20220812,140953800,2554882,,,S,366800,96,4228345,4223123
688001.SH,688001,20220812,140955730,2555161,,,B,366800,207,4228345,4228835
688001.SH,688001,20220812,140955730,2555162,,,B,366900,193,4227036,4228835
688001.SH,688001,20220812,141009740,2557864,,,S,366500,400,4233133,4188749
688001.SH,688001,20220812,141009910,2557884,,,S,366500,1400,4233179,4188749
688001.SH,688001,20220812,141012360,2558846,,,S,366500,200,4234324,4188749
688001.SH,688001,20220812,141012700,2558986,,,S,366400,200,4234440,4165718
688001.SH,688001,20220812,141012730,2559022,,,S,366400,41,4234458,4165718
688001.SH,688001,20220812,141012730,2559023,,,S,366400,159,4234458,4169029
688001.SH,688001,20220812,141012730,2559024,,,S,366400,41,4234459,4169029
688001.SH,688001,20220812,141015100,2559510,,,B,366400,159,4234459,4235210
688001.SH,688001,20220812,141015100,2559511,,,B,366400,55,4234460,4235210
688001.SH,688001,20220812,141015100,2559512,,,B,366400,200,4234463,4235210
688001.SH,688001,20220812,141015100,2559513,,,B,366400,86,4234465,4235210
688001.SH,688001,20220812,141028600,2561360,,,B,366400,161,4234465,4238543
688001.SH,688001,20220812,141028600,2561361,,,B,366400,50,4234469,4238543
688001.SH,688001,20220812,141028620,2561367,,,B,366400,150,4234469,4238558
688001.SH,688001,20220812,141037550,2562360,,,S,366500,200,4240500,4239555
688001.SH,688001,20220812,141037830,2562402,,,S,366500,78,4240555,4239555
688001.SH,688001,20220812,141053580,2564350,,,B,366600,200,4241834,4244017
688001.SH,688001,20220812,141053580,2564351,,,B,366600,94,4241836,4244017
688001.SH,688001,20220812,141116850,2567414,,,B,366700,472,4234279,4249353
688001.SH,688001,20220812,141127770,2568882,,,B,366700,213,4234279,4251530
688001.SH,688001,20220812,141212660,2575001,,,B,366700,15,4234279,4261194
688001.SH,688001,20220812,141212660,2575002,,,B,366700,281,4234283,4261194
688001.SH,688001,20220812,141232740,2577866,,,B,366700,19,4234283,4265790
688001.SH,688001,20220812,141232740,2577867,,,B,366700,200,4234308,4265790
688001.SH,688001,20220812,141232740,2577868,,,B,366700,181,4234345,4265790
688001.SH,688001,20220812,141336680,2585610,,,B,366700,19,4234345,4278341
688001.SH,688001,20220812,141336680,2585611,,,B,366700,200,4266293,4278341
688001.SH,688001,20220812,141336680,2585612,,,B,366700,74,4272638,4278341
688001.SH,688001,20220812,141336860,2585631,,,B,366700,200,4272638,4278377
688001.SH,688001,20220812,141336940,2585642,,,B,366700,75,4272638,4278400
688001.SH,688001,20220812,141427470,2592698,,,B,366800,200,4234269,4289164
688001.SH,688001,20220812,141454780,2596677,,,B,366800,293,4252376,4295447
688001.SH,688001,20220812,141454830,2596695,,,B,366800,200,4252376,4295459
688001.SH,688001,20220812,141508340,2598757,,,B,366800,107,4252376,4298629
688001.SH,688001,20220812,141516740,2599794,,,S,366800,272,4300470,4298629
688001.SH,688001,20220812,141516830,2599817,,,S,366800,300,4300499,4298629
688001.SH,688001,20220812,141549560,2604149,,,S,366800,200,4308016,4298629
688001.SH,688001,20220812,141557560,2605148,,,S,366800,121,4309759,4298629
688001.SH,688001,20220812,141613860,2607868,,,B,366800,79,4309759,4313795
688001.SH,688001,20220812,141616900,2608191,,,S,366800,200,4314377,4313795
688001.SH,688001,20220812,141617890,2608469,,,S,366800,17,4314595,4313795
688001.SH,688001,20220812,141655250,2613069,,,S,366600,200,4322543,4319368
688001.SH,688001,20220812,141655420,2613086,,,B,366800,200,4316947,4322586
688001.SH,688001,20220812,141655420,2613087,,,B,366800,314,4316956,4322586
688001.SH,688001,20220812,141655420,2613088,,,B,366800,200,4316957,4322586
688001.SH,688001,20220812,141655420,2613089,,,B,366800,200,4316958,4322586
688001.SH,688001,20220812,141655420,2613090,,,B,366800,86,4316959,4322586
688001.SH,688001,20220812,141655430,2613098,,,S,366600,800,4322590,4319368
688001.SH,688001,20220812,141704910,2614259,,,S,366600,200,4324435,4322957
688001.SH,688001,20220812,141706700,2614492,,,S,366500,200,4324779,4242843
688001.SH,688001,20220812,141706710,2614493,,,S,366500,200,4324781,4274209
688001.SH,688001,20220812,141706720,2614495,,,S,366500,200,4324787,4274210
688001.SH,688001,20220812,141706720,2614497,,,S,366500,200,4324790,4274719
688001.SH,688001,20220812,141706720,2614498,,,S,366500,200,4324791,4274720
688001.SH,688001,20220812,141710810,2615061,,,S,366400,200,4325637,4274721
688001.SH,688001,20220812,141712220,2615267,,,S,366400,200,4325978,4274721
688001.SH,688001,20220812,141713610,2615415,,,S,366300,200,4326249,4233207
688001.SH,688001,20220812,141713630,2615417,,,S,366300,200,4326254,4297948
688001.SH,688001,20220812,141713630,2615418,,,S,366300,200,4326255,4297948
688001.SH,688001,20220812,141714010,2615495,,,S,366300,300,4326348,4297948
688001.SH,688001,20220812,141715200,2615677,,,S,366300,300,4326655,4297948
688001.SH,688001,20220812,141715220,2615680,,,S,366300,300,4326668,4297948
688001.SH,688001,20220812,141715700,2615719,,,S,366300,200,4326773,4297948
688001.SH,688001,20220812,141715700,2615720,,,S,366300,200,4326774,4297948
688001.SH,688001,20220812,141715700,2615721,,,S,366300,200,4326775,4297948
688001.SH,688001,20220812,141715740,2615724,,,S,366300,200,4326783,4297948
688001.SH,688001,20220812,141715740,2615726,,,S,366300,200,4326786,4297948
688001.SH,688001,20220812,141715760,2615729,,,S,366300,200,4326789,4297948
688001.SH,688001,20220812,141719400,2616108,,,S,366200,700,4327502,4212703
688001.SH,688001,20220812,141719600,2616119,,,S,366200,200,4327546,4212703
688001.SH,688001,20220812,141719900,2616158,,,S,366200,100,4327608,4212703
688001.SH,688001,20220812,141720360,2616273,,,S,366100,200,4327691,4250019
688001.SH,688001,20220812,141724710,2616845,,,S,366100,200,4328636,4250019
688001.SH,688001,20220812,141724710,2616846,,,S,366100,200,4328637,4250019
688001.SH,688001,20220812,141724730,2616853,,,S,366100,37,4328646,4250019
688001.SH,688001,20220812,141733150,2617879,,,B,366100,163,4328646,4330285
688001.SH,688001,20220812,141733150,2617880,,,B,366300,200,4326792,4330285
688001.SH,688001,20220812,141733290,2617920,,,S,366300,400,4330329,4330285
688001.SH,688001,20220812,141733400,2617963,,,S,366300,137,4330379,4330285
688001.SH,688001,20220812,141755680,2620497,,,B,366200,200,4331124,4334631
688001.SH,688001,20220812,141844060,2627119,,,S,366200,800,4345100,4334631
688001.SH,688001,20220812,141844060,2627120,,,S,366200,200,4345100,4341519
688001.SH,688001,20220812,141852080,2628155,,,B,366200,294,4345100,4346545
688001.SH,688001,20220812,141907440,2630044,,,S,366100,600,4349558,4332584
688001.SH,688001,20220812,141923710,2632188,,,S,366100,400,4352938,4332584
688001.SH,688001,20220812,141923710,2632189,,,S,366100,1000,4352938,4340003
688001.SH,688001,20220812,141923710,2632190,,,S,366100,1000,4352938,4345086
688001.SH,688001,20220812,141923710,2632191,,,S,366100,200,4352938,4348237
688001.SH,688001,20220812,141923710,2632192,,,S,366100,400,4352938,4349877
688001.SH,688001,20220812,141923790,2632196,,,S,366000,400,4352949,4171735
688001.SH,688001,20220812,141924110,2632225,,,S,366000,256,4353011,4171735
688001.SH,688001,20220812,141924720,2632314,,,S,366000,200,4353149,4171735
688001.SH,688001,20220812,141924740,2632315,,,S,366000,200,4353150,4171735
688001.SH,688001,20220812,141924770,2632326,,,S,366000,300,4353159,4171735
688001.SH,688001,20220812,141924770,2632327,,,S,366000,200,4353160,4171735
688001.SH,688001,20220812,141924770,2632328,,,S,366000,200,4353161,4171735
688001.SH,688001,20220812,141924970,2632339,,,S,366000,200,4353188,4171735
688001.SH,688001,20220812,141924990,2632341,,,S,366000,256,4353194,4171735
688001.SH,688001,20220812,141925150,2632356,,,S,366000,900,4353227,4171735
688001.SH,688001,20220812,141925280,2632366,,,S,366000,200,4353241,4171735
688001.SH,688001,20220812,141925290,2632367,,,S,366000,200,4353242,4171735
688001.SH,688001,20220812,141925660,2632480,,,S,366000,333,4353386,4171735
688001.SH,688001,20220812,141925970,2632511,,,S,366000,200,4353448,4171735
688001.SH,688001,20220812,141926030,2632559,,,S,366000,200,4353497,4171735
688001.SH,688001,20220812,141926830,2632731,,,S,366000,200,4353651,4171735
688001.SH,688001,20220812,141927270,2632790,,,S,366000,200,4353748,4171735
688001.SH,688001,20220812,141927270,2632791,,,S,366000,355,4353749,4171735
688001.SH,688001,20220812,141927270,2632792,,,S,366000,445,4353749,4184290
688001.SH,688001,20220812,141927270,2632793,,,S,366000,400,4353750,4184290
688001.SH,688001,20220812,141927690,2632896,,,S,366000,155,4353856,4184290
688001.SH,688001,20220812,141927690,2632897,,,S,366000,245,4353856,4198125
688001.SH,688001,20220812,141927690,2632898,,,S,366000,200,4353857,4198125
688001.SH,688001,20220812,141938150,2634221,,,S,366000,1000,4355985,4198125
688001.SH,688001,20220812,141938180,2634223,,,S,366000,200,4355996,4198125
688001.SH,688001,20220812,141939930,2634623,,,S,366000,200,4356349,4198125
688001.SH,688001,20220812,141948890,2635786,,,S,366000,200,4358005,4198125
688001.SH,688001,20220812,141949110,2635810,,,S,366000,200,4358063,4198125
688001.SH,688001,20220812,141951230,2635999,,,S,366000,200,4358475,4198125
688001.SH,688001,20220812,141951350,2636020,,,S,366000,200,4358504,4198125
688001.SH,688001,20220812,141951670,2636043,,,S,366000,200,4358547,4198125
688001.SH,688001,20220812,141951890,2636074,,,S,366000,200,4358580,4198125
688001.SH,688001,20220812,141954250,2636358,,,S,366000,955,4359058,4198125
688001.SH,688001,20220812,141954250,2636359,,,S,366000,45,4359058,4255581
688001.SH,688001,20220812,141954460,2636369,,,S,366000,200,4359096,4255581
688001.SH,688001,20220812,142006210,2638359,,,S,366000,244,4361792,4255581
688001.SH,688001,20220812,142008630,2638839,,,S,366000,11,4362540,4255581
688001.SH,688001,20220812,142009830,2639047,,,S,365800,200,4362851,4251519
688001.SH,688001,20220812,142010960,2639360,,,B,365900,297,4362847,4363214
688001.SH,688001,20220812,142025570,2641231,,,S,365800,300,4366700,4251519
688001.SH,688001,20220812,142025570,2641232,,,S,365800,200,4366700,4253502
688001.SH,688001,20220812,142025570,2641233,,,S,365800,3000,4366700,4298564
688001.SH,688001,20220812,142025570,2641234,,,S,365800,2260,4366700,4344162
688001.SH,688001,20220812,142025570,2641235,,,S,365800,3000,4366700,4357523
688001.SH,688001,20220812,142025570,2641236,,,S,365800,300,4366700,4365062
688001.SH,688001,20220812,142025630,2641237,,,S,365700,200,4366714,4153541
