万得代码,交易所代码,自然日,时间,成交编号,成交代码,委托代码,BS标志,成交价格,成交数量,叫卖序号,叫买序号
688001.SH,688001,20220812,92500260,20192,,,S,374500,200,139563,123199
688001.SH,688001,20220812,92500260,20193,,,S,374500,200,142438,123199
688001.SH,688001,20220812,92500260,20194,,,S,374500,300,129643,123199
688001.SH,688001,20220812,92500260,20195,,,S,374500,100,144365,123199
688001.SH,688001,20220812,92500260,20196,,,S,374500,400,144365,35330
688001.SH,688001,20220812,93000350,22308,,,B,374500,200,144365,147832
688001.SH,688001,20220812,93001120,25396,,,S,374400,218,158235,137124
688001.SH,688001,20220812,93001590,26729,,,S,374000,260,162768,137141
688001.SH,688001,20220812,93001590,26730,,,S,373000,40,162768,70574
688001.SH,688001,20220812,93002170,28708,,,B,374300,126,158235,170001
688001.SH,688001,20220812,93002170,28709,,,B,374300,74,164665,170001
688001.SH,688001,20220812,93002170,28904,,,B,374300,400,164665,170930
688001.SH,688001,20220812,93002870,31694,,,S,373000,160,179544,70574
688001.SH,688001,20220812,93002870,31695,,,S,372000,957,179544,152076
688001.SH,688001,20220812,93004120,36458,,,B,373000,200,189705,193872
688001.SH,688001,20220812,93004120,36459,,,B,373800,400,186466,193872
688001.SH,688001,20220812,93006330,41715,,,S,373800,200,207681,193872
688001.SH,688001,20220812,93006330,41734,,,S,373800,893,207704,193872
688001.SH,688001,20220812,93006620,42496,,,B,373500,200,209213,209598
688001.SH,688001,20220812,93006620,42497,,,B,373800,45,207704,209598
688001.SH,688001,20220812,93008070,44871,,,B,373000,200,213061,217047
688001.SH,688001,20220812,93008580,46437,,,B,373000,300,213061,219172
688001.SH,688001,20220812,93008580,46438,,,B,373800,200,210209,219172
688001.SH,688001,20220812,93009840,49117,,,B,373000,200,224730,225856
688001.SH,688001,20220812,93010910,51247,,,B,373800,200,210209,230848
688001.SH,688001,20220812,93013690,55388,,,S,372100,200,241144,223161
688001.SH,688001,20220812,93013690,55407,,,B,373800,200,211135,241195
688001.SH,688001,20220812,93017560,60807,,,B,373700,200,242437,252114
688001.SH,688001,20220812,93018710,62703,,,S,372000,43,255513,152076
688001.SH,688001,20220812,93018710,62704,,,S,372000,157,255513,189558
688001.SH,688001,20220812,93022120,65688,,,B,373800,200,213874,260327
688001.SH,688001,20220812,93022120,65689,,,B,373800,300,214450,260327
688001.SH,688001,20220812,93022120,65690,,,B,373800,400,214452,260327
688001.SH,688001,20220812,93022120,65691,,,B,373800,200,217214,260327
688001.SH,688001,20220812,93022120,65692,,,B,373800,116,224041,260327
688001.SH,688001,20220812,93026430,69070,,,S,372100,500,265460,264247
688001.SH,688001,20220812,93026430,69071,,,S,372000,243,265460,189558
688001.SH,688001,20220812,93026430,69072,,,S,372000,300,265460,205785
688001.SH,688001,20220812,93026430,69073,,,S,372000,400,265460,212952
688001.SH,688001,20220812,93026430,69074,,,S,372000,357,265460,239974
688001.SH,688001,20220812,93031140,73322,,,S,372000,655,272397,239974
688001.SH,688001,20220812,93031140,73323,,,S,372000,200,272397,261996
688001.SH,688001,20220812,93031140,73324,,,S,372000,629,272397,271763
688001.SH,688001,20220812,93033100,74361,,,B,372000,200,272397,274132
688001.SH,688001,20220812,93033230,74616,,,B,372000,295,272397,274511
688001.SH,688001,20220812,93033250,74667,,,B,372000,334,272397,274566
688001.SH,688001,20220812,93033300,74775,,,B,372000,349,272397,274771
688001.SH,688001,20220812,93033300,74792,,,B,372000,259,272397,274805
688001.SH,688001,20220812,93033300,74849,,,B,372000,800,272397,274893
688001.SH,688001,20220812,93033330,74938,,,B,372000,213,272397,274997
688001.SH,688001,20220812,93033760,75587,,,B,372000,489,272397,275966
688001.SH,688001,20220812,93034090,75907,,,S,371800,200,276411,58376
688001.SH,688001,20220812,93043350,82949,,,S,371300,300,287470,286821
688001.SH,688001,20220812,93045610,84642,,,B,372000,1334,272397,290121
688001.SH,688001,20220812,93045610,84643,,,B,372000,200,275469,290121
688001.SH,688001,20220812,93045610,84644,,,B,372000,200,275470,290121
688001.SH,688001,20220812,93045610,84645,,,B,372000,168,279552,290121
688001.SH,688001,20220812,93045680,84691,,,B,372000,57,279552,290234
688001.SH,688001,20220812,93045760,84762,,,S,372000,200,290336,290234
688001.SH,688001,20220812,93046480,85198,,,S,372000,200,291090,290234
688001.SH,688001,20220812,93051910,89215,,,B,374000,300,230760,297073
688001.SH,688001,20220812,93051910,89216,,,B,374300,200,173366,297073
688001.SH,688001,20220812,93051910,89217,,,B,374400,201,176201,297073
688001.SH,688001,20220812,93051910,89218,,,B,374400,227,176278,297073
688001.SH,688001,20220812,93051910,89219,,,B,374400,200,176354,297073
688001.SH,688001,20220812,93051910,89220,,,B,374400,200,186168,297073
688001.SH,688001,20220812,93051910,89221,,,B,374400,249,189609,297073
688001.SH,688001,20220812,93051910,89222,,,B,374400,207,189617,297073
688001.SH,688001,20220812,93051910,89223,,,B,374400,200,192031,297073
688001.SH,688001,20220812,93051910,89224,,,B,374400,3600,193940,297073
688001.SH,688001,20220812,93051910,89225,,,B,374400,204,201716,297073
688001.SH,688001,20220812,93051910,89226,,,B,374400,255,236537,297073
688001.SH,688001,20220812,93051910,89227,,,B,374400,294,237026,297073
688001.SH,688001,20220812,93051910,89228,,,B,374400,233,237270,297073
688001.SH,688001,20220812,93051910,89229,,,B,374400,250,239049,297073
688001.SH,688001,20220812,93051910,89230,,,B,374400,287,239476,297073
688001.SH,688001,20220812,93051910,89231,,,B,374400,229,239517,297073
688001.SH,688001,20220812,93051910,89232,,,B,374400,230,239589,297073
688001.SH,688001,20220812,93051910,89233,,,B,374400,308,239631,297073
688001.SH,688001,20220812,93051910,89234,,,B,374400,235,239727,297073
688001.SH,688001,20220812,93054460,90981,,,S,374400,200,299766,297073
688001.SH,688001,20220812,93054510,91025,,,S,374400,500,299847,297073
688001.SH,688001,20220812,93054520,91026,,,S,374400,200,299848,297073
688001.SH,688001,20220812,93055200,91535,,,S,374400,200,300562,297073
688001.SH,688001,20220812,93055460,91735,,,B,374500,200,159098,300856
688001.SH,688001,20220812,93057470,93159,,,S,374400,200,302978,297073
688001.SH,688001,20220812,93104540,98068,,,B,374500,400,210396,310752
688001.SH,688001,20220812,93104540,98069,,,B,374500,200,234102,310752
688001.SH,688001,20220812,93104540,98070,,,B,374500,256,235334,310752
688001.SH,688001,20220812,93104540,98071,,,B,374500,144,242458,310752
688001.SH,688001,20220812,93106950,99906,,,S,374400,200,314061,297073
688001.SH,688001,20220812,93110100,102438,,,S,374400,391,318424,297073
688001.SH,688001,20220812,93131050,118648,,,S,373100,171,344496,322409
688001.SH,688001,20220812,93131070,118658,,,B,373800,200,337131,344520
688001.SH,688001,20220812,93131070,118659,,,B,373800,115,337136,344520
688001.SH,688001,20220812,93133010,119605,,,S,373100,500,346066,322409
688001.SH,688001,20220812,93136150,122024,,,S,373000,200,349511,304897
688001.SH,688001,20220812,93146360,130836,,,B,371900,200,359481,361756
688001.SH,688001,20220812,93148800,132671,,,B,371500,200,362877,364443
688001.SH,688001,20220812,93148800,132672,,,B,371500,20,363140,364443
688001.SH,688001,20220812,93154750,137246,,,S,371100,13,371355,162200
688001.SH,688001,20220812,93154840,137275,,,S,371100,187,371425,162200
688001.SH,688001,20220812,93154840,137276,,,S,371000,200,371425,128455
688001.SH,688001,20220812,93154890,137300,,,S,371000,234,371466,128455
688001.SH,688001,20220812,93157810,139302,,,S,371000,166,374435,128455
688001.SH,688001,20220812,93157810,139303,,,S,370800,34,374435,61257
688001.SH,688001,20220812,93157810,139305,,,S,370800,209,374438,61257
688001.SH,688001,20220812,93157910,139381,,,S,370800,267,374527,61257
688001.SH,688001,20220812,93157920,139383,,,S,370800,200,374535,61257
688001.SH,688001,20220812,93158320,139652,,,S,370800,1612,374854,61257
688001.SH,688001,20220812,93200630,142546,,,S,370800,678,377316,61257
688001.SH,688001,20220812,93201290,142897,,,S,370500,231,377954,163185
688001.SH,688001,20220812,93201310,142900,,,S,370500,169,377966,163185
688001.SH,688001,20220812,93201310,142901,,,S,370500,195,377966,170039
688001.SH,688001,20220812,93201370,142920,,,S,370500,105,378012,170039
688001.SH,688001,20220812,93201370,142921,,,S,370400,95,378012,198495
688001.SH,688001,20220812,93201370,142922,,,S,370400,200,378013,198495
688001.SH,688001,20220812,93201380,142947,,,S,370400,230,378025,198495
688001.SH,688001,20220812,93201770,143151,,,B,370800,400,377574,378371
688001.SH,688001,20220812,93201770,143152,,,B,370800,243,378191,378371
688001.SH,688001,20220812,93201770,143153,,,B,370900,154,377577,378371
688001.SH,688001,20220812,93201770,143154,,,B,371000,492,375188,378371
688001.SH,688001,20220812,93201770,143155,,,B,371000,79,375189,378371
688001.SH,688001,20220812,93205150,145809,,,S,370400,1662,382553,198495
688001.SH,688001,20220812,93207770,147697,,,S,370100,800,385600,198074
688001.SH,688001,20220812,93207770,147698,,,S,370000,1000,385600,210851
688001.SH,688001,20220812,93207770,147699,,,S,370000,1000,385600,333970
688001.SH,688001,20220812,93210620,149996,,,B,369600,200,387514,389309
688001.SH,688001,20220812,93211550,150575,,,S,369300,200,390184,118245
688001.SH,688001,20220812,93211780,150685,,,S,369300,317,390413,387594
688001.SH,688001,20220812,93211780,150686,,,S,369300,83,390414,387594
688001.SH,688001,20220812,93219140,157547,,,S,368600,200,400910,138154
688001.SH,688001,20220812,93219140,157548,,,S,368000,138,400910,139061
688001.SH,688001,20220812,93223840,161561,,,B,369200,200,391553,406527
688001.SH,688001,20220812,93224350,162497,,,S,369200,100,407757,406527
688001.SH,688001,20220812,93224350,162498,,,S,369200,200,407757,407218
688001.SH,688001,20220812,93224420,162586,,,B,369300,200,390414,407898
688001.SH,688001,20220812,93224420,162587,,,B,369300,106,390414,407899
688001.SH,688001,20220812,93224420,162588,,,B,369300,94,392446,407899
688001.SH,688001,20220812,93227090,164319,,,B,369300,106,392446,410756
688001.SH,688001,20220812,93227090,164320,,,B,369300,300,398434,410756
688001.SH,688001,20220812,93230960,167922,,,B,369900,700,387429,416038
688001.SH,688001,20220812,93230960,167923,,,B,369900,200,387446,416038
688001.SH,688001,20220812,93230960,167924,,,B,369900,100,387464,416038
688001.SH,688001,20220812,93233370,170121,,,B,369900,100,387464,419040
688001.SH,688001,20220812,93233370,170122,,,B,369900,200,387465,419040
688001.SH,688001,20220812,93233370,170123,,,B,369900,100,387688,419040
688001.SH,688001,20220812,93233390,170129,,,B,369900,100,387688,419047
688001.SH,688001,20220812,93233390,170130,,,B,369900,200,387766,419047
688001.SH,688001,20220812,93233390,170131,,,B,369900,100,387790,419047
688001.SH,688001,20220812,93233520,170216,,,S,369500,200,419236,418598
688001.SH,688001,20220812,93233520,170217,,,S,369400,200,419236,418156
688001.SH,688001,20220812,93234170,170907,,,B,369900,100,387790,419911
688001.SH,688001,20220812,93234170,170908,,,B,369900,200,387830,419911
688001.SH,688001,20220812,93234170,170909,,,B,369900,100,387833,419911
688001.SH,688001,20220812,93235390,171757,,,B,369900,100,387833,421149
688001.SH,688001,20220812,93235390,171758,,,B,369900,200,387872,421149
688001.SH,688001,20220812,93235390,171759,,,B,369900,100,388089,421149
688001.SH,688001,20220812,93235860,172081,,,B,369900,100,388089,421562
688001.SH,688001,20220812,93235860,172082,,,B,369900,200,388103,421562
688001.SH,688001,20220812,93235860,172083,,,B,369900,200,388388,421562
688001.SH,688001,20220812,93235860,172084,,,B,369900,50,388461,421562
688001.SH,688001,20220812,93236130,172360,,,B,369900,150,388461,422029
688001.SH,688001,20220812,93236360,172705,,,S,369900,50,422527,422029
688001.SH,688001,20220812,93236370,172723,,,B,369900,150,422527,422556
688001.SH,688001,20220812,93238750,174714,,,S,370000,526,425159,422998
688001.SH,688001,20220812,93238990,174859,,,S,370000,500,425366,422998
688001.SH,688001,20220812,93239130,175302,,,B,370200,200,389253,425947
688001.SH,688001,20220812,93239210,175413,,,S,370200,200,426147,426049
688001.SH,688001,20220812,93239210,175414,,,S,370200,200,426152,426049
688001.SH,688001,20220812,93239210,175424,,,S,370200,200,426164,426049
688001.SH,688001,20220812,93239210,175425,,,S,370200,200,426165,426049
688001.SH,688001,20220812,93239250,175457,,,S,370200,337,426221,426049
688001.SH,688001,20220812,93239250,175458,,,S,370200,329,426222,426049
688001.SH,688001,20220812,93239330,175528,,,S,370200,305,426333,426049
688001.SH,688001,20220812,93239390,175590,,,S,370200,200,426410,426049
688001.SH,688001,20220812,93239730,175796,,,S,370200,29,426767,426049
688001.SH,688001,20220812,93239730,175797,,,S,370200,171,426767,426055
688001.SH,688001,20220812,93240110,176005,,,B,370900,200,382664,427115
688001.SH,688001,20220812,93240730,176354,,,S,370200,29,427718,426055
688001.SH,688001,20220812,93240730,176355,,,S,370200,171,427718,426056
688001.SH,688001,20220812,93241590,176736,,,S,370200,29,428485,426056
688001.SH,688001,20220812,93241590,176737,,,S,370000,171,428485,422998
688001.SH,688001,20220812,93241620,176763,,,S,370000,158,428519,422998
688001.SH,688001,20220812,93241760,176817,,,B,370000,42,428519,428658
688001.SH,688001,20220812,93242410,177460,,,S,370100,158,429843,428658
688001.SH,688001,20220812,93242410,177461,,,S,369900,179,429843,425138
688001.SH,688001,20220812,93242410,177462,,,S,369900,321,429848,425138
688001.SH,688001,20220812,93242730,177692,,,B,369900,117,429848,430211
688001.SH,688001,20220812,93242730,177693,,,B,369900,302,429855,430211
688001.SH,688001,20220812,93242730,177694,,,B,369900,181,429856,430211
688001.SH,688001,20220812,93243660,178269,,,S,369600,394,431102,420079
688001.SH,688001,20220812,93244330,178643,,,B,369900,158,429856,431622
688001.SH,688001,20220812,93244330,178644,,,B,369900,371,429895,431622
688001.SH,688001,20220812,93244330,178645,,,B,370900,71,382664,431622
688001.SH,688001,20220812,93254290,185661,,,B,370800,200,432547,442946
688001.SH,688001,20220812,93255920,186530,,,B,370800,200,432547,444593
688001.SH,688001,20220812,93259490,188442,,,S,369900,310,447889,435174
688001.SH,688001,20220812,93259490,188443,,,S,369900,266,447895,435174
688001.SH,688001,20220812,93259490,188444,,,S,369900,356,447896,435174
688001.SH,688001,20220812,93259490,188445,,,S,369900,68,447898,435174
688001.SH,688001,20220812,93300370,189213,,,S,369800,200,449095,449091
688001.SH,688001,20220812,93301130,189876,,,B,369900,249,447898,450029
688001.SH,688001,20220812,93301130,189877,,,B,369900,51,449575,450029
688001.SH,688001,20220812,93303300,191633,,,B,369900,149,449575,452705
688001.SH,688001,20220812,93303420,191725,,,S,369900,200,452885,452705
688001.SH,688001,20220812,93306580,194542,,,S,369800,200,457267,451946
688001.SH,688001,20220812,93306750,194652,,,S,369800,300,457488,451946
688001.SH,688001,20220812,93306970,194825,,,S,369700,200,457740,435474
688001.SH,688001,20220812,93306970,194826,,,S,369700,100,457740,457109
688001.SH,688001,20220812,93307790,195489,,,S,369700,100,458747,457109
688001.SH,688001,20220812,93309270,196555,,,S,369300,200,460624,458965
688001.SH,688001,20220812,93310480,197347,,,B,369800,1000,458949,461990
688001.SH,688001,20220812,93328110,208142,,,S,369200,300,480763,418643
688001.SH,688001,20220812,93342210,215770,,,B,369200,200,480763,494744
688001.SH,688001,20220812,93342210,215771,,,B,369200,99,489091,494744
688001.SH,688001,20220812,93343380,216410,,,B,369200,101,489091,495924
688001.SH,688001,20220812,93343380,216411,,,B,369200,200,491062,495924
688001.SH,688001,20220812,93343380,216412,,,B,369200,43,495762,495924
688001.SH,688001,20220812,93343490,216450,,,B,369200,193,495762,496012
688001.SH,688001,20220812,93346360,218185,,,S,369300,400,499115,496971
688001.SH,688001,20220812,93346360,218186,,,S,369200,43,499115,496012
688001.SH,688001,20220812,93346360,218187,,,S,369000,200,499115,490977
688001.SH,688001,20220812,93346490,218252,,,B,369000,464,499115,499247
688001.SH,688001,20220812,93346580,218275,,,B,369000,500,499115,499325
688001.SH,688001,20220812,93347730,218773,,,B,369000,400,499115,500212
688001.SH,688001,20220812,93347750,218779,,,B,369000,358,499115,500222
688001.SH,688001,20220812,93347750,218780,,,B,369000,358,499115,500223
688001.SH,688001,20220812,93347750,218781,,,B,369000,200,499115,500224
688001.SH,688001,20220812,93347760,218787,,,B,369000,200,499115,500241
688001.SH,688001,20220812,93347760,218788,,,B,369000,239,499115,500245
688001.SH,688001,20220812,93347810,218806,,,B,369000,400,499115,500286
688001.SH,688001,20220812,93347940,218850,,,B,369000,238,499115,500375
688001.SH,688001,20220812,93349090,219744,,,S,369200,562,501925,500375
688001.SH,688001,20220812,93349130,219753,,,B,369000,276,501925,501958
688001.SH,688001,20220812,93350310,220226,,,S,368800,200,502940,499460
688001.SH,688001,20220812,93355510,223316,,,S,368800,12,508164,499460
688001.SH,688001,20220812,93355510,223317,,,S,368800,388,508164,501628
688001.SH,688001,20220812,93400230,225600,,,B,369000,300,501925,512376
688001.SH,688001,20220812,93401780,226578,,,B,369000,610,501925,513853
688001.SH,688001,20220812,93403130,227256,,,B,369000,490,501925,515124
688001.SH,688001,20220812,93403150,227268,,,B,369000,580,501925,515149
688001.SH,688001,20220812,93406130,229197,,,B,369000,220,501925,518443
688001.SH,688001,20220812,93406130,229198,,,B,369000,300,501925,518444
688001.SH,688001,20220812,93406160,229228,,,B,369000,622,501925,518501
688001.SH,688001,20220812,93407780,230396,,,B,369000,479,501925,520227
688001.SH,688001,20220812,93411510,232809,,,S,368900,329,523803,515731
688001.SH,688001,20220812,93411510,232810,,,S,368800,612,523803,501628
688001.SH,688001,20220812,93411510,232811,,,S,368800,59,523803,508488
688001.SH,688001,20220812,93411760,232940,,,B,369000,455,501925,524023
688001.SH,688001,20220812,93411950,233092,,,B,369000,400,501925,524218
688001.SH,688001,20220812,93412140,233294,,,B,369000,412,501925,524569
688001.SH,688001,20220812,93412410,233486,,,B,369000,414,501925,525015
688001.SH,688001,20220812,93412670,233673,,,B,369000,413,501925,525350
688001.SH,688001,20220812,93417460,236428,,,B,368900,200,526649,529817
688001.SH,688001,20220812,93421640,239306,,,S,368800,200,534370,508488
688001.SH,688001,20220812,93421640,239307,,,S,368800,41,534373,508488
688001.SH,688001,20220812,93422320,239562,,,B,368800,159,534373,534904
688001.SH,688001,20220812,93422320,239563,,,B,368800,200,534387,534904
688001.SH,688001,20220812,93422320,239564,,,B,368800,200,534444,534904
688001.SH,688001,20220812,93422320,239565,,,B,368900,441,526649,534904
688001.SH,688001,20220812,93422730,239762,,,B,368900,222,526649,535222
688001.SH,688001,20220812,93423320,240039,,,B,368900,200,526649,535660
688001.SH,688001,20220812,93427950,243082,,,S,368600,400,540469,417220
688001.SH,688001,20220812,93427950,243083,,,S,368600,4,540469,499362
688001.SH,688001,20220812,93429490,243917,,,B,368800,200,537166,541754
688001.SH,688001,20220812,93429490,243918,,,B,368800,300,537210,541754
688001.SH,688001,20220812,93429490,243919,,,B,368800,200,537211,541754
688001.SH,688001,20220812,93429490,243920,,,B,368800,200,537236,541754
688001.SH,688001,20220812,93436110,247668,,,B,368900,220,526649,547973
688001.SH,688001,20220812,93441210,250224,,,B,368900,200,526649,552528
688001.SH,688001,20220812,93442550,251033,,,B,368900,517,526649,553756
688001.SH,688001,20220812,93442550,251034,,,B,368900,200,530815,553756
688001.SH,688001,20220812,93442550,251035,,,B,368900,278,530908,553756
688001.SH,688001,20220812,93442550,251036,,,B,368900,105,530925,553756
688001.SH,688001,20220812,93445970,252856,,,B,368900,95,530925,556757
688001.SH,688001,20220812,93445970,252857,,,B,369000,1105,501925,556757
688001.SH,688001,20220812,93447010,253427,,,B,369000,295,501925,557621
688001.SH,688001,20220812,93447270,253496,,,B,369000,280,501925,557803
688001.SH,688001,20220812,93448550,254262,,,B,369000,266,501925,559070
688001.SH,688001,20220812,93448560,254271,,,B,369000,400,501925,559079
688001.SH,688001,20220812,93448780,254344,,,B,369000,400,501925,559253
688001.SH,688001,20220812,93450560,255120,,,B,369000,472,501925,560493
688001.SH,688001,20220812,93451180,255382,,,B,369000,203,501925,560999
688001.SH,688001,20220812,93451470,255542,,,B,369000,203,501925,561294
688001.SH,688001,20220812,93451580,255578,,,B,369000,773,501925,561371
688001.SH,688001,20220812,93451580,255579,,,B,369000,586,501925,561372
688001.SH,688001,20220812,93451580,255580,,,B,369000,200,501925,561373
688001.SH,688001,20220812,93451620,255614,,,B,369000,1200,501925,561432
688001.SH,688001,20220812,93451950,255760,,,B,369000,203,501925,561694
688001.SH,688001,20220812,93452210,255854,,,B,369000,213,501925,561874
688001.SH,688001,20220812,93452450,255953,,,B,369000,17,501925,562039
688001.SH,688001,20220812,93452450,255954,,,B,369000,183,518614,562039
688001.SH,688001,20220812,93453470,256385,,,S,368900,500,562748,557374
688001.SH,688001,20220812,93453470,256386,,,S,368900,500,562748,558080
688001.SH,688001,20220812,93453470,256387,,,S,368900,1125,562748,561415
688001.SH,688001,20220812,93453470,256388,,,S,368800,100,562748,541754
688001.SH,688001,20220812,93453470,256389,,,S,368800,200,562748,541898
688001.SH,688001,20220812,93453470,256390,,,S,368800,300,562748,548776
688001.SH,688001,20220812,93453470,256391,,,S,368800,1000,562748,549053
688001.SH,688001,20220812,93453470,256392,,,S,368800,500,562748,560543
688001.SH,688001,20220812,93453680,256471,,,B,368800,200,562748,562890
688001.SH,688001,20220812,93455100,257340,,,B,368800,400,562748,564215
688001.SH,688001,20220812,93456700,258077,,,B,368800,200,562748,565363
688001.SH,688001,20220812,93458600,259698,,,B,368800,3203,562748,567589
688001.SH,688001,20220812,93458750,259782,,,B,368800,283,562748,567717
688001.SH,688001,20220812,93500420,261234,,,B,368800,312,562748,569736
688001.SH,688001,20220812,93500520,261369,,,B,368800,282,562748,569887
688001.SH,688001,20220812,93500530,261423,,,B,368800,800,562748,569924
688001.SH,688001,20220812,93500580,261445,,,B,368800,343,562748,569962
688001.SH,688001,20220812,93500610,261503,,,B,368800,200,562748,570035
688001.SH,688001,20220812,93501250,262047,,,B,368800,217,562748,570774
688001.SH,688001,20220812,93501430,262166,,,B,368800,217,562748,570961
688001.SH,688001,20220812,93501680,262289,,,B,368800,226,562748,571258
688001.SH,688001,20220812,93501950,262438,,,B,368800,226,562748,571526
688001.SH,688001,20220812,93502350,262711,,,B,368800,869,562748,571874
688001.SH,688001,20220812,93502500,262871,,,B,368800,236,562748,572018
688001.SH,688001,20220812,93502520,262885,,,B,368800,812,562748,572037
688001.SH,688001,20220812,93503420,264098,,,B,368800,637,562748,573726
688001.SH,688001,20220812,93503420,264099,,,B,368800,200,569621,573726
688001.SH,688001,20220812,93506430,266436,,,B,369300,515,504366,577499
688001.SH,688001,20220812,93507070,267008,,,B,369300,217,504366,578250
688001.SH,688001,20220812,93507300,267174,,,B,369300,288,504366,578485
688001.SH,688001,20220812,93507680,267417,,,B,369300,222,504366,578898
688001.SH,688001,20220812,93507680,267418,,,B,369300,220,504366,578899
688001.SH,688001,20220812,93507750,267439,,,B,369300,200,504366,578942
688001.SH,688001,20220812,93507750,267440,,,B,369300,448,504366,578944
688001.SH,688001,20220812,93511840,269938,,,B,369200,1000,579079,582981
688001.SH,688001,20220812,93518390,274660,,,B,369200,200,579079,590997
688001.SH,688001,20220812,93519560,275579,,,S,368900,200,592027,578943
688001.SH,688001,20220812,93521230,276536,,,B,368900,200,592028,593630
688001.SH,688001,20220812,93525090,278736,,,S,368700,200,597042,569757
688001.SH,688001,20220812,93529030,280754,,,S,368700,316,600296,589336
688001.SH,688001,20220812,93530870,281647,,,B,368800,371,596718,601914
688001.SH,688001,20220812,93530870,281648,,,B,368800,29,596719,601914
688001.SH,688001,20220812,93533200,282688,,,S,368700,200,603858,589336
688001.SH,688001,20220812,93533200,282689,,,S,368700,199,603859,589336
688001.SH,688001,20220812,93533200,282690,,,S,368700,1,603859,591801
688001.SH,688001,20220812,93533520,282950,,,S,368700,243,604272,591801
688001.SH,688001,20220812,93533520,282951,,,S,368700,256,604273,591801
688001.SH,688001,20220812,93540500,286789,,,B,368700,107,604273,610518
688001.SH,688001,20220812,93540500,286790,,,B,368700,322,604276,610518
688001.SH,688001,20220812,93540500,286791,,,B,368700,370,604349,610518
688001.SH,688001,20220812,93540500,286792,,,B,368700,69,604350,610518
688001.SH,688001,20220812,93541140,287085,,,S,368600,196,611008,499362
688001.SH,688001,20220812,93541140,287086,,,S,368600,104,611008,552514
688001.SH,688001,20220812,93542090,287623,,,B,368700,1000,607194,611934
688001.SH,688001,20220812,93542140,287674,,,B,368700,201,608684,612040
688001.SH,688001,20220812,93542140,287675,,,B,368700,200,609524,612040
688001.SH,688001,20220812,93543820,288492,,,S,368700,999,613353,612040
688001.SH,688001,20220812,93543820,288493,,,S,368600,4001,613353,552514
688001.SH,688001,20220812,93544440,288705,,,B,368800,200,604282,613732
688001.SH,688001,20220812,93545140,289557,,,B,368900,1000,594959,614481
688001.SH,688001,20220812,93548110,291374,,,B,369200,400,579079,616954
688001.SH,688001,20220812,93548110,291375,,,B,369200,200,583842,616954
688001.SH,688001,20220812,93548110,291376,,,B,369200,200,587765,616954
688001.SH,688001,20220812,93551110,292742,,,B,369300,4000,504366,619353
688001.SH,688001,20220812,93552430,293356,,,B,369300,2347,504366,620425
688001.SH,688001,20220812,93552560,293417,,,B,369300,1315,504366,620520
688001.SH,688001,20220812,93552580,293440,,,B,369300,228,504366,620537
688001.SH,688001,20220812,93600690,297281,,,B,369800,200,468130,627057
688001.SH,688001,20220812,93601230,297593,,,B,369700,200,627058,627522
688001.SH,688001,20220812,93601820,297802,,,B,369800,213,468130,627912
688001.SH,688001,20220812,93602270,297957,,,B,369800,213,468130,628185
688001.SH,688001,20220812,93602460,298045,,,B,369800,174,468130,628334
688001.SH,688001,20220812,93602460,298046,,,B,369900,410,578579,628334
688001.SH,688001,20220812,93602460,298047,,,B,369900,90,578579,628335
688001.SH,688001,20220812,93610330,304178,,,S,370000,200,637839,630853
688001.SH,688001,20220812,93612540,305515,,,B,370800,610,633983,640018
688001.SH,688001,20220812,93613840,306092,,,B,370800,603,633983,641142
688001.SH,688001,20220812,93618170,308439,,,S,370400,200,645196,641361
688001.SH,688001,20220812,93637180,321329,,,B,370800,516,633983,662900
688001.SH,688001,20220812,93637180,321330,,,B,370800,200,634727,662900
688001.SH,688001,20220812,93637180,321331,,,B,370900,200,628908,662900
688001.SH,688001,20220812,93637180,321332,,,B,370900,200,633713,662900
688001.SH,688001,20220812,93639140,322377,,,S,370900,500,664508,662900
688001.SH,688001,20220812,93642920,324184,,,S,370900,200,667647,662900
688001.SH,688001,20220812,93644450,324776,,,S,370900,500,668656,662900
688001.SH,688001,20220812,93644650,324830,,,S,370900,1000,668786,662900
688001.SH,688001,20220812,93644840,324908,,,S,370900,684,668907,662900
688001.SH,688001,20220812,93644840,324909,,,S,370900,130,668907,668671
688001.SH,688001,20220812,93645400,325292,,,S,370900,70,669629,668671
688001.SH,688001,20220812,93647510,326110,,,B,370900,130,669629,671139
688001.SH,688001,20220812,93647510,326111,,,B,370900,200,669701,671139
688001.SH,688001,20220812,93647510,326112,,,B,371200,386,669348,671139
688001.SH,688001,20220812,93647790,326225,,,B,371200,214,669348,671347
688001.SH,688001,20220812,93647790,326226,,,B,371200,200,669946,671347
688001.SH,688001,20220812,93647790,326227,,,B,371200,200,669958,671347
688001.SH,688001,20220812,93647790,326228,,,B,371200,43,669959,671347
688001.SH,688001,20220812,93648400,326678,,,B,370400,200,672036,672124
688001.SH,688001,20220812,93654880,329530,,,B,371100,200,672340,677452
688001.SH,688001,20220812,93657580,330610,,,B,371100,730,672340,679606
688001.SH,688001,20220812,93705980,335259,,,S,370300,200,687648,647899
688001.SH,688001,20220812,93706270,335621,,,S,370200,200,688252,681045
688001.SH,688001,20220812,93706810,336035,,,S,370100,200,689042,663250
688001.SH,688001,20220812,93707170,336298,,,S,370000,300,689437,677963
688001.SH,688001,20220812,93707320,336402,,,S,370000,200,689592,688563
