万得代码,交易所代码,自然日,时间,成交价,成交量,成交额,成交笔数,IOPV,成交标志,BS标志,当日累计成交量,当日成交额,最高价,最低价,开盘价,前收盘,申卖价1,申卖价2,申卖价3,申卖价4,申卖价5,申卖价6,申卖价7,申卖价8,申卖价9,申卖价10,申卖量1,申卖量2,申卖量3,申卖量4,申卖量5,申卖量6,申卖量7,申卖量8,申卖量9,申卖量10,申买价1,申买价2,申买价3,申买价4,申买价5,申买价6,申买价7,申买价8,申买价9,申买价10,申买量1,申买量2,申买量3,申买量4,申买量5,申买量6,申买量7,申买量8,申买量9,申买量10,加权平均叫卖价,加权平均叫买价,叫卖总量,叫买总量,不加权指数,品种总数,上涨品种数,下跌品种数,持平品种数
688001.SH,688001,20220812,91322000,0,0,0,0,0,,,0,0,0,0,0,375200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,91400000,0,0,0,0,0,,,0,0,0,0,0,375200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,91400000,0,0,0,0,0,,,0,0,0,0,0,375200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,91511000,0,0,0,0,0,,,0,0,0,0,0,375200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,91611000,0,0,0,0,0,,,0,0,0,0,0,375200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,91714000,0,0,0,0,0,,,0,0,0,0,0,375200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,91814000,0,0,0,0,0,,,0,0,0,0,0,375200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,91914000,0,0,0,0,0,,,0,0,0,0,0,375200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,92014000,0,0,0,0,0,,,0,0,0,0,0,375200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,92114000,0,0,0,0,0,,,0,0,0,0,0,375200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,92214000,0,0,0,0,0,,,0,0,0,0,0,375200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,92314000,0,0,0,0,0,,,0,0,0,0,0,375200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,92357000,0,0,0,0,0,,,0,0,0,0,0,375200,375800,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,375800,0,0,0,0,0,0,0,0,0,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,92414000,0,0,0,0,0,,,0,0,0,0,0,375200,375800,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,375800,0,0,0,0,0,0,0,0,0,300,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,92424000,0,0,0,0,0,,,0,0,0,0,0,375200,375800,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,375800,0,0,0,0,0,0,0,0,0,586,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,92448000,0,0,0,0,0,,,0,0,0,0,0,375200,375400,0,0,0,0,0,0,0,0,0,1200,586,0,0,0,0,0,0,0,0,375400,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,92451000,0,0,0,0,0,,,0,0,0,0,0,375200,375400,0,0,0,0,0,0,0,0,0,1200,786,0,0,0,0,0,0,0,0,375400,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,92457000,0,0,0,0,0,,,0,0,0,0,0,375200,375400,0,0,0,0,0,0,0,0,0,1200,986,0,0,0,0,0,0,0,0,375400,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,92500000,0,0,0,0,0,,,0,0,0,0,0,375200,374500,0,0,0,0,0,0,0,0,0,1200,300,0,0,0,0,0,0,0,0,374500,0,0,0,0,0,0,0,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
688001.SH,688001,20220812,92500000,374500,1200,44940,5,0,,,1200,44940,374500,374500,0,375200,374500,374600,375000,375400,378200,378600,379000,379300,379900,380000,300,286,13888,1200,2000,2000,200,200,1000,444,374400,374000,373000,371800,371000,370800,369300,368600,368000,367600,218,260,200,200,600,3000,200,200,2000,200,0,0,254352,32852,0,0,0,0,0
688001.SH,688001,20220812,92503000,374500,0,0,5,0,,,1200,44940,374500,374500,374500,375200,374500,374600,375000,375400,378200,378600,379000,379300,379900,380000,300,286,13888,1200,2000,2000,200,200,1000,444,374400,374000,373000,371800,371000,370800,369300,368600,368000,367600,218,260,200,200,600,3000,200,200,2000,200,0,0,254352,32852,0,0,0,0,0
688001.SH,688001,20220812,92526000,374500,0,0,5,0,,,1200,44940,374500,374500,374500,375200,374500,374600,375000,375400,378200,378600,379000,379300,379900,380000,300,286,13888,1200,2000,2000,200,200,1000,444,374400,374000,373000,371800,371000,370800,369300,368600,368000,367600,218,260,200,200,600,3000,200,200,2000,200,0,0,254352,32852,0,0,0,0,0
688001.SH,688001,20220812,92626000,374500,0,0,5,0,,,1200,44940,374500,374500,374500,375200,374500,374600,375000,375400,378200,378600,379000,379300,379900,380000,300,286,13888,1200,2000,2000,200,200,1000,444,374400,374000,373000,371800,371000,370800,369300,368600,368000,367600,218,260,200,200,600,3000,200,200,2000,200,0,0,254352,32852,0,0,0,0,0
688001.SH,688001,20220812,92726000,374500,0,0,5,0,,,1200,44940,374500,374500,374500,375200,374500,374600,375000,375400,378200,378600,379000,379300,379900,380000,300,286,13888,1200,2000,2000,200,200,1000,444,374400,374000,373000,371800,371000,370800,369300,368600,368000,367600,218,260,200,200,600,3000,200,200,2000,200,0,0,254352,32852,0,0,0,0,0
688001.SH,688001,20220812,92826000,374500,0,0,5,0,,,1200,44940,374500,374500,374500,375200,374500,374600,375000,375400,378200,378600,379000,379300,379900,380000,300,286,13888,1200,2000,2000,200,200,1000,444,374400,374000,373000,371800,371000,370800,369300,368600,368000,367600,218,260,200,200,600,3000,200,200,2000,200,0,0,254352,32852,0,0,0,0,0
688001.SH,688001,20220812,92926000,374500,0,0,5,0,,,1200,44940,374500,374500,374500,375200,374500,374600,375000,375400,378200,378600,379000,379300,379900,380000,300,286,13888,1200,2000,2000,200,200,1000,444,374400,374000,373000,371800,371000,370800,369300,368600,368000,367600,218,260,200,200,600,3000,200,200,2000,200,0,0,254352,32852,0,0,0,0,0
688001.SH,688001,20220812,93000000,374500,0,0,5,0,,,1200,44940,374500,374500,374500,375200,374500,374600,375000,375400,378200,378600,378800,379000,379300,379900,300,286,13888,1200,2000,2000,10000,200,200,1000,374400,374000,373000,371800,371000,370800,369300,368600,368000,367600,218,260,200,200,600,3000,200,200,2000,200,0,0,264352,32852,0,0,0,0,0
688001.SH,688001,20220812,93003000,372000,2435,90894,14,0,,,3635,135834,374500,372000,374500,375200,373900,374300,374400,374500,374600,374900,375000,375400,377700,378200,200,224,2129,412,286,600,19645,1200,100,2000,372000,371800,371100,371000,370800,370500,369300,368600,368000,367600,43,200,200,600,3000,700,200,200,2000,200,0,0,279024,42240,0,0,0,0,0
688001.SH,688001,20220812,93006000,373800,600,22412,16,0,,,4235,158246,374500,372000,374500,375200,373900,374000,374300,374400,374500,374600,374900,375000,375200,375400,400,200,2301,11277,412,286,600,19645,2000,1200,373800,372000,371800,371100,371000,370800,370500,370400,370100,369300,1093,743,200,200,600,3000,700,2187,800,200,0,0,326116,58420,0,0,0,0,0
688001.SH,688001,20220812,93009000,373800,2038,76134,23,0,,,6273,234380,374500,372000,374500,375200,373800,373900,374000,374300,374400,374500,374600,374900,375000,375200,1500,808,200,2701,9396,600,286,600,19645,2000,372000,371800,371100,371000,370800,370500,370400,370100,370000,369300,1143,200,200,600,3000,700,2187,800,1000,200,0,0,338321,61227,0,0,0,0,0
688001.SH,688001,20220812,93012000,373800,400,14936,25,0,,,6673,249316,374500,372000,374500,375200,373800,373900,374000,374300,374400,374500,374600,374900,375000,375200,1500,808,500,3595,8996,1056,2286,1100,19645,2000,372100,372000,371800,371100,371000,370800,370500,370400,370100,370000,200,1143,200,200,600,3000,700,2187,800,1000,0,0,357763,61927,0,0,0,0,0
688001.SH,688001,20220812,93015000,373800,400,14918,27,0,,,7073,264234,374500,372000,374500,375200,373700,373800,373900,374000,374300,374400,374500,374600,374900,375000,200,1721,400,500,594,8509,1319,2286,1100,19645,372000,371800,371100,371000,370800,370500,370400,370100,370000,369300,2155,200,200,600,3000,700,2187,800,1000,200,0,0,354851,63239,0,0,0,0,0
688001.SH,688001,20220812,93018000,373700,200,7474,28,0,,,7273,271708,374500,372000,374500,375200,373800,373900,374000,374300,374400,374500,374600,374900,375000,375200,1721,400,500,200,8109,1319,2286,1100,19645,2000,372000,371800,371100,371000,370800,370500,370400,370100,370000,369300,2155,200,200,600,3000,700,2187,800,1000,200,0,0,354140,63439,0,0,0,0,0
688001.SH,688001,20220812,93021000,372000,200,7440,30,0,,,7473,279148,374500,372000,374500,375200,373800,373900,374000,374300,374400,374500,374600,374900,375000,375200,1521,400,500,200,8109,1319,2286,1100,19645,2000,372000,371800,371100,371000,370800,370500,370400,370100,370000,369300,1955,200,200,600,3000,700,2187,800,1000,200,0,0,354440,63239,0,0,0,0,0
688001.SH,688001,20220812,93024000,373800,1216,45454,35,0,,,8689,324602,374500,372000,374500,375200,373800,373900,374000,374300,374400,374500,374600,374900,375000,375200,305,400,500,200,8109,1319,2286,1100,13888,2000,372000,371800,371100,371000,370800,370500,370400,370100,370000,369300,2155,200,200,600,3000,700,2187,800,1000,200,0,0,347467,63439,0,0,0,0,0
688001.SH,688001,20220812,93026000,372000,1800,66965,40,0,,,10489,391567,374500,372000,374500,375200,373800,373900,374000,374300,374400,374500,374600,374900,375000,376000,221,400,500,200,8109,1319,2286,1100,13888,2000,372000,371800,371100,371000,370800,370500,370400,370100,370000,369300,855,200,200,600,3000,700,2187,800,1000,200,0,0,345383,62639,0,0,0,0,0
688001.SH,688001,20220812,93030000,372000,0,0,40,0,,,10489,391567,374500,372000,374500,375200,373800,373900,374000,374300,374400,374500,374600,374900,375000,376000,221,400,500,200,8109,1319,2286,1100,13888,2000,372000,371800,371100,371000,370800,370500,370400,370100,370000,369300,855,200,200,600,3000,700,2187,800,1000,200,0,0,346383,62639,0,0,0,0,0
688001.SH,688001,20220812,93033000,372000,1484,55205,43,0,,,11973,446772,374500,372000,374500,375200,372000,373800,373900,374000,374300,374400,374500,374600,374900,375000,4273,1330,610,500,200,8109,1319,2286,1100,13888,371800,371100,371000,370800,370500,370400,370100,370000,369300,369000,200,200,600,3000,700,2187,800,1000,200,200,0,0,351975,62284,0,0,0,0,0
688001.SH,688001,20220812,93036000,371800,3139,116767,52,0,,,15112,563539,374500,371800,374500,375200,372000,373800,373900,374000,374300,374400,374500,374600,374900,375000,1734,1330,210,500,200,8109,1319,2286,1100,13888,371100,371000,370800,370500,370400,370100,370000,369300,369000,368600,200,600,3000,700,2187,800,1000,200,200,200,0,0,349036,62084,0,0,0,0,0
688001.SH,688001,20220812,93039000,371800,0,0,52,0,,,15112,563539,374500,371800,374500,375200,372000,374000,374300,374400,374500,374600,374900,375000,376000,377300,2459,500,200,8109,1319,2286,1100,13888,2000,20525,371200,371100,371000,370800,370500,370400,370100,370000,369300,369000,1877,200,600,3000,700,2187,800,1000,200,200,0,0,348221,63961,0,0,0,0,0
688001.SH,688001,20220812,93042000,371800,0,0,52,0,,,15112,563539,374500,371800,374500,375200,372000,374000,374300,374400,374500,374600,374900,375000,376000,377300,1959,300,200,8109,1319,2286,1100,13888,2000,20525,371200,371100,371000,370800,370500,370400,370100,370000,369300,369000,1877,200,600,3000,700,2187,800,1000,200,200,0,0,347521,63961,0,0,0,0,0
688001.SH,688001,20220812,93045000,372000,2202,81893,57,0,,,17314,645432,374500,371300,374500,375200,372000,374000,374300,374400,374500,374600,374900,375000,376000,377300,57,300,200,8109,1319,2286,1100,13888,2000,20525,371300,371200,371100,371000,370800,370500,370400,370100,370000,369300,1800,1877,200,600,3000,700,2187,800,1000,200,0,0,346219,65761,0,0,0,0,0
688001.SH,688001,20220812,93048000,372000,457,17001,60,0,,,17771,662433,374500,371300,374500,375200,374000,374300,374400,374500,374600,374900,375000,376000,377300,377700,300,200,7609,1319,2286,1100,13888,2000,20525,7100,372000,371400,371300,371200,371100,371000,370800,370500,370400,370100,1443,977,1800,477,200,600,3000,700,2187,800,0,0,345662,66781,0,0,0,0,0
688001.SH,688001,20220812,93051000,372000,0,0,60,0,,,17771,662433,374500,371300,374500,375200,374000,374300,374400,374500,374600,374900,375000,376000,377300,377700,300,200,7609,1319,2286,1100,13888,2000,20525,7100,372100,372000,371400,371300,371200,371100,371000,370800,370500,370400,318,1443,777,1800,477,200,600,3000,700,2187,0,0,345662,66899,0,0,0,0,0
688001.SH,688001,20220812,93054000,374400,8109,303587,80,0,,,25880,966020,374500,371300,374500,375200,374500,374600,374900,375000,376000,377300,377700,378100,378200,378600,1319,2286,1100,13888,2000,20525,7100,300,2000,2000,374400,372100,372000,371400,371300,371200,371100,371000,370800,370500,1891,318,1443,777,1800,477,200,600,3000,700,0,0,337553,68590,0,0,0,0,0
688001.SH,688001,20220812,93057000,374500,1300,48674,85,0,,,27180,1014694,374500,371300,374500,375200,374500,374600,374900,375000,376000,377300,377700,378100,378200,378600,1119,2286,1100,13888,2000,20525,7100,300,2000,2000,374400,372100,372000,371400,371300,371200,371100,371000,370800,370500,791,318,443,777,1800,277,200,600,3000,700,0,0,337353,66290,0,0,0,0,0
688001.SH,688001,20220812,93100000,374400,200,7488,86,0,,,27380,1022182,374500,371300,374500,375200,374500,374600,374900,375000,376000,377300,377700,378100,378200,378600,1119,2286,1100,13888,2000,20525,7100,300,2000,2000,374400,373000,372100,372000,371400,371300,371200,371100,371000,370800,591,200,318,443,777,1800,277,200,600,3000,0,0,337353,66290,0,0,0,0,0
688001.SH,688001,20220812,93103000,374400,0,0,86,0,,,27380,1022182,374500,371300,374500,375200,374500,374600,374900,375000,376000,377300,377700,378100,378200,378600,1119,2286,1100,13888,2000,20525,7100,300,2000,2000,374400,373000,372100,372000,371400,371300,371200,371100,371000,370800,591,200,318,443,777,1600,277,200,600,3000,0,0,337553,66090,0,0,0,0,0
688001.SH,688001,20220812,93106000,374500,1000,37450,90,0,,,28380,1059632,374500,371300,374500,375200,374500,374600,374900,375000,376000,377300,377700,378100,378200,378600,119,2286,1100,13888,2000,20525,7100,300,2000,2000,374400,373000,372100,372000,371400,371300,371200,371100,371000,370800,591,200,318,443,777,1600,277,200,600,3000,0,0,336553,66090,0,0,0,0,0
688001.SH,688001,20220812,93109000,374400,200,7488,91,0,,,28580,1067120,374500,371300,374500,375200,374500,374600,374900,375000,376000,377300,377700,378100,378200,378600,119,2286,1100,13888,2000,20525,7100,300,2000,2000,374400,373000,372100,372000,371400,371300,371200,371100,371000,370800,391,200,318,443,777,1600,277,200,600,3000,0,0,336553,65890,0,0,0,0,0
688001.SH,688001,20220812,93112000,374400,391,14639,92,0,,,28971,1081759,374500,371300,374500,375200,374400,374500,374600,374900,375000,376000,377300,377700,378100,378200,109,319,2286,1100,13888,2000,20525,7100,300,2000,373000,372100,372000,371400,371300,371200,371100,371000,370800,370500,200,318,443,777,1600,277,200,600,3000,700,0,0,346862,65499,0,0,0,0,0
688001.SH,688001,20220812,93115000,374400,0,0,92,0,,,28971,1081759,374500,371300,374500,375200,374300,374400,374500,374600,374900,375000,376000,377300,377700,378100,1200,309,319,2286,1100,13888,2000,20525,7100,300,373100,373000,372100,372000,371400,371300,371200,371100,371000,370800,1055,200,318,443,777,1600,277,200,600,3000,0,0,348262,66554,0,0,0,0,0
688001.SH,688001,20220812,93118000,374400,0,0,92,0,,,28971,1081759,374500,371300,374500,375200,374200,374300,374400,374500,374600,374900,375000,376000,377300,377700,1200,1200,309,319,2286,1100,13888,2000,20525,7100,373200,373100,373000,372100,372000,371400,371300,371200,371100,371000,1100,1055,200,318,443,777,1600,277,200,600,0,0,349462,67654,0,0,0,0,0
688001.SH,688001,20220812,93121000,374400,0,0,92,0,,,28971,1081759,374500,371300,374500,375200,373800,374100,374200,374300,374400,374500,374600,374900,375000,376000,2321,200,1200,1200,309,319,2286,1100,13888,2000,373300,373200,373100,373000,372100,372000,371400,371300,371200,371100,705,1943,1055,200,318,443,277,1600,277,200,0,0,351983,68702,0,0,0,0,0
688001.SH,688001,20220812,93124000,374400,0,0,92,0,,,28971,1081759,374500,371300,374500,375200,373800,374100,374200,374300,374400,374500,374600,374900,375000,376000,2321,200,1200,1200,309,319,2286,1100,13888,2000,373300,373200,373100,373000,372100,372000,371400,371300,371200,371100,705,1943,1055,200,318,443,277,1600,277,200,0,0,351983,69702,0,0,0,0,0
688001.SH,688001,20220812,93127000,374400,0,0,92,0,,,28971,1081759,374500,371300,374500,375200,373800,374000,374100,374200,374300,374400,374500,374600,374900,375000,2721,387,200,1200,1200,509,319,2286,1100,13888,373200,373100,373000,372100,372000,371400,371300,371200,371100,371000,1943,1055,200,318,443,277,1600,277,200,600,0,0,352970,68997,0,0,0,0,0
688001.SH,688001,20220812,93129000,374400,0,0,92,0,,,28971,1081759,374500,371300,374500,375200,373800,374000,374100,374200,374300,374400,374500,374600,374900,375000,400,387,200,1200,1200,509,319,2286,1100,13888,373200,373100,373000,372100,372000,371400,371300,371200,371100,371000,843,1055,200,318,443,277,1600,277,200,600,0,0,351649,67897,0,0,0,0,0
688001.SH,688001,20220812,93132000,373800,486,18154,95,0,,,29457,1099913,374500,371300,374500,375200,373800,374000,374100,374200,374300,374400,374500,374600,374900,375000,285,387,200,1200,1200,509,319,2286,1100,13888,373100,373000,372100,372000,371400,371300,371200,371100,371000,370800,884,200,318,443,277,1600,277,200,600,3000,0,0,351534,66883,0,0,0,0,0
688001.SH,688001,20220812,93135000,373100,500,18655,96,0,,,29957,1118568,374500,371300,374500,375200,373100,373800,374000,374100,374200,374300,374400,374500,374600,374900,100,439,387,200,1200,1200,509,319,2286,1100,373000,372100,372000,371400,371300,371200,371100,371000,370800,370500,200,318,443,277,1600,277,200,600,3000,700,0,0,351788,65999,0,0,0,0,0
688001.SH,688001,20220812,93138000,373000,200,7460,97,0,,,30157,1126028,374500,371300,374500,375200,373000,373100,373200,373800,374100,374200,374300,374400,374500,374600,1235,400,404,285,200,1200,1200,509,319,2286,372100,372000,371400,371300,371200,371100,371000,370800,370500,370400,318,443,277,1600,277,200,600,3000,700,2187,0,0,353186,65799,0,0,0,0,0
688001.SH,688001,20220812,93141000,373000,0,0,97,0,,,30157,1126028,374500,371300,374500,375200,372900,373000,373100,373200,373800,374100,374400,374500,374600,374900,2000,1235,3862,404,200,200,309,319,2286,1100,372000,371400,371300,371200,371100,371000,370800,370500,370400,370100,443,277,1600,277,200,600,3000,700,2187,800,0,0,362963,65481,0,0,0,0,0
688001.SH,688001,20220812,93144000,373000,0,0,97,0,,,30157,1126028,374500,371300,374500,375200,372400,372800,372900,373000,373100,373200,373800,374300,374400,374500,154,600,2200,1081,3662,404,200,200,309,319,372000,371400,371300,371200,371100,371000,370800,370500,370400,370100,443,277,1600,277,200,600,3000,700,2187,800,0,0,364063,65481,0,0,0,0,0
688001.SH,688001,20220812,93147000,371900,200,7438,98,0,,,30357,1133466,374500,371300,374500,375200,371900,372200,372400,372800,372900,373100,373200,373800,374300,374400,609,13,354,600,2000,3662,404,200,200,309,371400,371300,371200,371100,371000,370800,370500,370400,370100,370000,277,1600,277,200,600,3000,700,2187,800,2000,0,0,363604,65038,0,0,0,0,0
688001.SH,688001,20220812,93150000,371500,220,8173,100,0,,,30577,1141639,374500,371300,374500,375200,371500,371600,371900,372400,372800,372900,373100,373200,374300,374400,267,167,609,200,600,2000,3662,404,200,309,371300,371100,371000,370800,370500,370400,370100,370000,369300,368600,1600,200,600,3000,700,2187,800,2000,200,200,0,0,364671,64484,0,0,0,0,0
688001.SH,688001,20220812,93154000,371500,0,0,100,0,,,30577,1141639,374500,371300,374500,375200,371200,371400,371500,371800,371900,372800,372900,373100,373200,374300,1225,154,467,2308,609,600,2000,3662,404,200,371100,371000,370800,370500,370400,370100,370000,369300,368600,368000,200,600,3000,700,2187,800,2000,200,200,2500,0,0,368191,62884,0,0,0,0,0
688001.SH,688001,20220812,93157000,371000,634,23524,104,0,,,31211,1165163,374500,371000,374500,375200,371100,371200,371500,371800,372800,372900,373100,373200,373600,374400,554,1225,200,2308,600,2000,3662,404,200,309,371000,370800,370500,370400,370100,370000,369300,368600,368000,367600,166,3000,700,2187,800,2000,200,200,2500,200,0,0,367715,62250,0,0,0,0,0
688001.SH,688001,20220812,93200000,370800,2488,92258,110,0,,,33699,1257421,374500,370800,374500,375200,371000,371100,371500,372800,372900,373100,373200,373600,374400,374500,5586,1154,500,600,2000,3662,404,200,309,319,370800,370500,370400,370100,370000,369300,368600,368000,367600,367100,678,700,2187,800,2000,200,200,2500,200,200,0,0,371168,59762,0,0,0,0,0
688001.SH,688001,20220812,93203000,371000,3271,121260,123,0,,,36970,1378681,374500,370400,374500,375200,371000,371100,371500,372800,372900,373100,373200,373600,374400,374500,5015,1000,500,600,2000,200,404,200,309,319,370400,370100,370000,369300,368600,368000,367600,367100,367000,366300,1662,800,2000,200,200,2500,200,200,200,200,0,0,367981,57859,0,0,0,0,0
688001.SH,688001,20220812,93206000,370400,1662,61560,124,0,,,38632,1440241,374500,370400,374500,375200,370200,370900,371000,371100,371500,373100,373200,373600,374400,374500,338,4200,5015,1000,500,200,404,200,309,319,370100,370000,369300,368600,368000,367600,367100,367000,366300,366100,800,2000,200,200,2500,200,200,200,200,1775,0,0,369919,56197,0,0,0,0,0
688001.SH,688001,20220812,93209000,370000,2800,103608,127,0,,,41432,1543849,374500,370000,374500,375200,370000,370100,370200,370900,371000,371100,371500,373100,373200,374400,12200,200,338,4200,4815,1000,500,200,404,309,369300,368600,368000,367600,367100,367000,366300,366100,366000,365600,200,200,2500,200,200,200,200,1775,1000,500,0,0,382919,53397,0,0,0,0,0
688001.SH,688001,20220812,93212000,369300,800,29550,131,0,,,42232,1573399,374500,369300,374500,375200,369300,369600,369900,370000,370100,370200,370900,371000,371100,371500,306,200,3300,12200,400,538,2000,3009,600,500,368600,368000,367600,367100,367000,366300,366100,366000,365600,365500,200,2500,200,200,200,200,1775,1000,500,1000,0,0,384049,53197,0,0,0,0,0
688001.SH,688001,20220812,93215000,369300,0,0,131,0,,,42232,1573399,374500,369300,374500,375200,369200,369300,369900,370000,370100,370200,370900,371000,371100,371500,200,506,3300,12200,200,200,2000,1000,400,500,368600,368000,367600,367100,367000,366300,366100,366000,365600,365500,200,2500,200,200,200,200,1775,1000,500,1000,0,0,382502,53197,0,0,0,0,0
688001.SH,688001,20220812,93218000,369300,0,0,131,0,,,42232,1573399,374500,369300,374500,375200,369200,369300,369900,370000,370100,370200,370900,371000,371100,371500,200,806,3300,12200,200,200,2000,1000,400,500,368600,368000,367600,367100,367000,366300,366100,366000,365600,365500,200,2500,200,200,200,200,1775,1000,500,1000,0,0,382802,53197,0,0,0,0,0
688001.SH,688001,20220812,93221000,368000,338,12451,133,0,,,42570,1585850,374500,368000,374500,375200,369200,369300,369900,370000,370200,370900,371000,371100,371500,373100,200,806,3300,12200,200,2000,1000,400,500,200,368700,368000,367600,367100,367000,366300,366100,366000,365600,365500,200,2362,200,200,200,200,1775,1000,500,1000,0,0,381272,53059,0,0,0,0,0
688001.SH,688001,20220812,93224000,369200,200,7384,134,0,,,42770,1593234,374500,368000,374500,375200,369300,369900,370000,370200,370900,371000,371100,371500,373100,373200,806,3300,12200,200,2000,1000,200,500,200,604,369200,368700,368000,367600,367100,367000,366300,366100,366000,365600,300,200,2362,200,200,200,200,1775,1000,500,0,0,382232,54359,0,0,0,0,0
688001.SH,688001,20220812,93227000,369300,1106,40841,141,0,,,43876,1634075,374500,368000,374500,375200,369900,370000,370200,370900,371000,371100,371500,373100,373200,374400,3300,12200,200,2000,1000,200,500,200,604,309,369300,368700,368000,367600,367100,367000,366300,366100,366000,365600,74,200,2362,200,200,200,200,1775,1000,500,0,0,381426,54133,0,0,0,0,0
688001.SH,688001,20220812,93230000,369300,0,0,141,0,,,43876,1634075,374500,368000,374500,375200,369900,370000,370200,370900,371000,371100,371500,373100,373200,374400,3300,12200,200,2000,1000,200,500,200,604,309,369300,368700,368000,367600,367100,367000,366300,366100,366000,365600,1325,200,2362,200,200,200,200,1775,1000,500,0,0,381426,55384,0,0,0,0,0
688001.SH,688001,20220812,93233000,369900,1000,36990,144,0,,,44876,1671065,374500,368000,374500,375200,369900,370200,370900,371000,371100,371500,373100,373200,374400,374500,2300,200,2000,1000,200,500,200,604,309,119,369300,368700,368600,368000,367600,367100,367000,366300,366100,366000,1325,200,400,2362,200,200,200,200,1775,1000,0,0,368226,55784,0,0,0,0,0
688001.SH,688001,20220812,93236000,369900,2550,94307,162,0,,,47426,1765372,374500,368000,374500,375200,369900,370200,370900,371000,371100,371500,373000,373100,373200,374400,150,200,2000,1000,200,500,200,200,404,309,369600,369500,369400,369300,369200,368700,368600,368000,367600,367100,1355,200,2924,1325,300,200,400,2362,200,200,0,0,366076,60563,0,0,0,0,0
688001.SH,688001,20220812,93239000,370000,1376,50908,167,0,,,48802,1816280,374500,368000,374500,375200,370200,370900,371000,371100,371300,371500,373000,373100,373200,374400,200,2000,1000,200,1000,500,200,200,404,309,370000,369900,369600,369500,369400,369300,369200,368700,368600,368000,329,500,1355,200,1724,1325,300,200,400,2362,0,0,366926,58096,0,0,0,0,0
