万得代码,交易所代码,自然日,时间,委托编号,交易所委托号,委托类型,委托代码,委托价格,委托数量
688001.SH,688001,20220812,102551710,0,2180300,D,S,369700,200
688001.SH,688001,20220812,102551730,0,2178568,D,S,369800,200
688001.SH,688001,20220812,102551760,0,2178579,D,S,369800,200
688001.SH,688001,20220812,102551810,0,2178605,D,S,369800,500
688001.SH,688001,20220812,102551940,0,2183796,A,S,369600,200
688001.SH,688001,20220812,102551980,0,2183802,A,S,369600,200
688001.SH,688001,20220812,102551980,0,2183804,A,S,369600,200
688001.SH,688001,20220812,102552120,0,2183838,A,S,369600,500
688001.SH,688001,20220812,102552340,0,2183896,A,S,369600,200
688001.SH,688001,20220812,102553400,0,2184212,A,B,368300,200
688001.SH,688001,20220812,102606510,0,2188460,A,B,369300,701
688001.SH,688001,20220812,102606670,0,2179997,D,S,369700,200
688001.SH,688001,20220812,102606670,0,2188577,A,S,369500,200
688001.SH,688001,20220812,102615530,0,2192043,A,S,369400,932
688001.SH,688001,20220812,102615530,0,2181225,D,S,369600,839
688001.SH,688001,20220812,102615700,0,2183796,D,S,369600,200
688001.SH,688001,20220812,102615700,0,2178468,D,S,369800,200
688001.SH,688001,20220812,102615700,0,2178461,D,S,369800,200
688001.SH,688001,20220812,102615700,0,2178462,D,S,369800,200
688001.SH,688001,20220812,102615730,0,2183802,D,S,369600,200
688001.SH,688001,20220812,102615740,0,2178482,D,S,369800,200
688001.SH,688001,20220812,102615740,0,2183804,D,S,369600,200
688001.SH,688001,20220812,102615800,0,2192194,A,S,369500,200
688001.SH,688001,20220812,102615800,0,2192195,A,S,369500,200
688001.SH,688001,20220812,102615800,0,2192196,A,S,369500,200
688001.SH,688001,20220812,102615840,0,2192212,A,S,369500,200
688001.SH,688001,20220812,102615850,0,2183838,D,S,369600,500
688001.SH,688001,20220812,102615880,0,2192225,A,S,369500,200
688001.SH,688001,20220812,102615970,0,2192256,A,S,369500,200
688001.SH,688001,20220812,102616000,0,2192269,A,S,369500,200
688001.SH,688001,20220812,102616000,0,2192270,A,S,369500,200
688001.SH,688001,20220812,102616140,0,2192340,A,S,369500,500
688001.SH,688001,20220812,102617490,0,2192920,A,S,369300,196
688001.SH,688001,20220812,102618710,0,2192256,D,S,369500,200
688001.SH,688001,20220812,102618710,0,2181380,D,S,369600,200
688001.SH,688001,20220812,102618710,0,2192196,D,S,369500,200
688001.SH,688001,20220812,102618710,0,2178463,D,S,369800,200
688001.SH,688001,20220812,102618710,0,2181383,D,S,369600,200
688001.SH,688001,20220812,102618710,0,2192195,D,S,369500,200
688001.SH,688001,20220812,102618710,0,2181381,D,S,369600,200
688001.SH,688001,20220812,102618710,0,2192194,D,S,369500,200
688001.SH,688001,20220812,102618710,0,2181382,D,S,369600,200
688001.SH,688001,20220812,102618720,0,2181400,D,S,369600,200
688001.SH,688001,20220812,102618730,0,2178477,D,S,369800,200
688001.SH,688001,20220812,102618730,0,2178479,D,S,369800,200
688001.SH,688001,20220812,102618730,0,2192269,D,S,369500,200
688001.SH,688001,20220812,102618730,0,2192270,D,S,369500,200
688001.SH,688001,20220812,102618740,0,2192212,D,S,369500,200
688001.SH,688001,20220812,102618810,0,2192340,D,S,369500,500
688001.SH,688001,20220812,102618810,0,2192225,D,S,369500,200
688001.SH,688001,20220812,102619250,0,2193698,A,S,369400,200
688001.SH,688001,20220812,102622190,0,2192043,D,S,369400,932
688001.SH,688001,20220812,102623470,0,2195723,A,S,369200,2008
688001.SH,688001,20220812,102625310,0,2193698,D,S,369400,200
688001.SH,688001,20220812,102627800,0,2197591,A,S,369100,50
688001.SH,688001,20220812,102630440,0,2199085,A,B,369100,150
688001.SH,688001,20220812,102630490,0,2199104,A,B,369100,200
688001.SH,688001,20220812,102630490,0,2188577,D,S,369500,200
688001.SH,688001,20220812,102631470,0,2199735,A,B,357000,200
688001.SH,688001,20220812,102631920,0,2199971,A,B,369100,200
688001.SH,688001,20220812,102633830,0,2199971,D,B,369100,200
688001.SH,688001,20220812,102641840,0,2204143,A,B,368600,2000
688001.SH,688001,20220812,102653140,0,2207788,A,S,375200,200
688001.SH,688001,20220812,102656070,0,2208792,A,B,368100,1567
688001.SH,688001,20220812,102700210,0,2210023,A,S,368600,4607
688001.SH,688001,20220812,102702230,0,2210872,A,S,450000,328
688001.SH,688001,20220812,102711840,0,2171819,D,S,370000,2814
688001.SH,688001,20220812,102711980,0,18422,D,S,381000,950
688001.SH,688001,20220812,102719060,0,2217289,A,B,368600,130
688001.SH,688001,20220812,102719060,0,2217290,A,B,368600,700
688001.SH,688001,20220812,102721060,0,2217911,A,S,368500,1999
688001.SH,688001,20220812,102738490,0,2223704,A,S,378000,950
688001.SH,688001,20220812,102740190,0,2224262,A,B,367200,2000
688001.SH,688001,20220812,102803940,0,2231374,A,S,444400,200
688001.SH,688001,20220812,102804690,0,2231648,A,B,368500,96
688001.SH,688001,20220812,102811820,0,2234397,A,B,367700,300
688001.SH,688001,20220812,102814290,0,2235270,A,B,368200,300
688001.SH,688001,20220812,102815080,0,2235540,A,B,363500,5048
688001.SH,688001,20220812,102816460,0,2236081,A,S,368500,1904
688001.SH,688001,20220812,102819200,0,2237066,A,B,366000,500
688001.SH,688001,20220812,102823790,0,2238475,A,B,367100,1000
688001.SH,688001,20220812,102824140,0,2238588,A,B,365300,300
688001.SH,688001,20220812,102830150,0,2240328,A,B,368200,300
688001.SH,688001,20220812,102830500,0,2240457,A,S,379000,200
688001.SH,688001,20220812,102836090,0,2242098,A,B,360600,5089
688001.SH,688001,20220812,102837100,0,2242462,A,B,368000,1000
688001.SH,688001,20220812,102851600,0,2234397,D,B,367700,300
688001.SH,688001,20220812,102859900,0,2249497,A,B,367900,300
688001.SH,688001,20220812,102900290,0,2249667,A,S,367400,242
688001.SH,688001,20220812,102901140,0,2250092,A,B,367900,45
688001.SH,688001,20220812,102901610,0,2250263,A,S,368400,200
688001.SH,688001,20220812,102901640,0,2250272,A,B,367900,400
688001.SH,688001,20220812,102903890,0,2251049,A,B,367800,600
688001.SH,688001,20220812,102911840,0,2253608,A,B,367400,500
688001.SH,688001,20220812,102912860,0,2253944,A,B,368000,2000
688001.SH,688001,20220812,102918680,0,2255894,A,B,363600,700
688001.SH,688001,20220812,102919810,0,2256307,A,B,368400,92
688001.SH,688001,20220812,102920270,0,2256454,A,B,368100,300
688001.SH,688001,20220812,102922160,0,2257182,A,B,367400,700
688001.SH,688001,20220812,102926790,0,2138611,D,B,366800,700
688001.SH,688001,20220812,102939490,0,2192920,D,S,369300,196
688001.SH,688001,20220812,102941070,0,2263253,A,B,368400,200
688001.SH,688001,20220812,102950980,0,2266412,A,B,367500,500
688001.SH,688001,20220812,102958670,0,2268554,A,B,365800,600
688001.SH,688001,20220812,102959440,0,2268691,A,S,400000,200
688001.SH,688001,20220812,103002250,0,2178075,D,S,369900,4657
688001.SH,688001,20220812,103003800,0,2270501,A,B,369000,13455
688001.SH,688001,20220812,103006100,0,2271282,A,B,369100,239
688001.SH,688001,20220812,103011680,0,2273776,A,S,369000,230
688001.SH,688001,20220812,103011810,0,2273834,A,S,369000,209
688001.SH,688001,20220812,103011810,0,2273835,A,S,369000,205
688001.SH,688001,20220812,103011830,0,2273843,A,S,369000,200
688001.SH,688001,20220812,103012800,0,2274340,A,B,368200,300
688001.SH,688001,20220812,103012810,0,2274352,A,S,369000,200
688001.SH,688001,20220812,103012810,0,2274356,A,S,369000,298
688001.SH,688001,20220812,103012860,0,2274377,A,S,369000,231
688001.SH,688001,20220812,103015150,0,2263253,D,B,368400,200
688001.SH,688001,20220812,103016560,0,2276315,A,B,368500,200
688001.SH,688001,20220812,103018380,0,2277265,A,S,368900,200
688001.SH,688001,20220812,103018380,0,2277268,A,B,368600,238
688001.SH,688001,20220812,103018390,0,2277270,A,B,368600,200
688001.SH,688001,20220812,103018390,0,2277271,A,B,368600,239
688001.SH,688001,20220812,103018400,0,2277278,A,B,368600,200
688001.SH,688001,20220812,103018400,0,2277285,A,B,368600,200
688001.SH,688001,20220812,103018400,0,2277291,A,B,368600,368
688001.SH,688001,20220812,103018450,0,2277344,A,B,368500,200
688001.SH,688001,20220812,103018460,0,2277352,A,B,368600,200
688001.SH,688001,20220812,103018530,0,2277411,A,B,368600,200
688001.SH,688001,20220812,103018550,0,2277428,A,B,368600,200
688001.SH,688001,20220812,103018570,0,2277434,A,B,368600,200
688001.SH,688001,20220812,103020440,0,2278373,A,B,362000,10300
688001.SH,688001,20220812,103020590,0,2276315,D,B,368500,200
688001.SH,688001,20220812,103020600,0,2278413,A,B,368700,200
688001.SH,688001,20220812,103020790,0,2256307,D,B,368400,82
688001.SH,688001,20220812,103021930,0,2279146,A,B,368700,512
688001.SH,688001,20220812,103022100,0,2279225,A,B,368800,200
688001.SH,688001,20220812,103022100,0,2277411,D,B,368600,200
688001.SH,688001,20220812,103022100,0,2279226,A,B,368800,200
688001.SH,688001,20220812,103022100,0,2278413,D,B,368700,200
688001.SH,688001,20220812,103022160,0,2279276,A,B,368900,213
688001.SH,688001,20220812,103022310,0,2279276,D,B,368900,213
688001.SH,688001,20220812,103025060,0,2280682,A,B,369000,164
688001.SH,688001,20220812,103026540,0,2281223,A,B,368900,200
688001.SH,688001,20220812,103027860,0,2281802,A,B,368900,200
688001.SH,688001,20220812,103035650,0,2284635,A,S,369000,4494
688001.SH,688001,20220812,103038450,0,2285560,A,B,365000,500
688001.SH,688001,20220812,103043360,0,2287295,A,S,375000,1000
688001.SH,688001,20220812,103054330,0,2290906,A,S,369000,3000
688001.SH,688001,20220812,103059600,0,2292512,A,B,352000,5300
688001.SH,688001,20220812,103104130,0,2277268,D,B,368600,238
688001.SH,688001,20220812,103104140,0,2277270,D,B,368600,200
688001.SH,688001,20220812,103104140,0,2277278,D,B,368600,200
688001.SH,688001,20220812,103104140,0,2277285,D,B,368600,200
688001.SH,688001,20220812,103104290,0,2279225,D,B,368800,200
688001.SH,688001,20220812,103104290,0,2279226,D,B,368800,200
688001.SH,688001,20220812,103104320,0,2238588,D,B,365300,300
688001.SH,688001,20220812,103104710,0,2277271,D,B,368600,239
688001.SH,688001,20220812,103105130,0,2277344,D,B,368500,200
688001.SH,688001,20220812,103105250,0,2277352,D,B,368600,200
688001.SH,688001,20220812,103105960,0,2277428,D,B,368600,200
688001.SH,688001,20220812,103105990,0,2277434,D,B,368600,200
688001.SH,688001,20220812,103118740,0,2299262,A,B,369000,498
688001.SH,688001,20220812,103125280,0,2301610,A,S,369000,2231
688001.SH,688001,20220812,103135560,0,2304712,A,B,367000,1000
688001.SH,688001,20220812,103141940,0,2306820,A,B,367900,1300
688001.SH,688001,20220812,103157620,0,2312365,A,S,369000,59
688001.SH,688001,20220812,103206200,0,2314996,A,B,369000,210
688001.SH,688001,20220812,103216400,0,2318973,A,S,369100,200
688001.SH,688001,20220812,103219190,0,2314996,D,B,369000,210
688001.SH,688001,20220812,103236980,0,2325622,A,S,368900,1929
688001.SH,688001,20220812,103251170,0,2331122,A,B,368100,300
688001.SH,688001,20220812,103314590,0,13193,D,B,363500,200
688001.SH,688001,20220812,103330150,0,2306820,D,B,367900,1300
688001.SH,688001,20220812,103332370,0,2346040,A,B,368900,198
688001.SH,688001,20220812,103343160,0,2350045,A,B,363500,200
688001.SH,688001,20220812,103349390,0,2352046,A,S,369500,613
688001.SH,688001,20220812,103353450,0,2353440,A,B,366300,200
688001.SH,688001,20220812,103356330,0,2354339,A,B,368700,1300
688001.SH,688001,20220812,103359590,0,2355301,A,B,368100,200
688001.SH,688001,20220812,103409530,0,2359470,A,S,390000,1000
688001.SH,688001,20220812,103410690,0,2352046,D,S,369500,613
688001.SH,688001,20220812,103412700,0,2360548,A,S,370100,200
688001.SH,688001,20220812,103412700,0,2360549,A,S,370100,200
688001.SH,688001,20220812,103412700,0,2360550,A,S,370100,200
688001.SH,688001,20220812,103412710,0,2360551,A,S,370100,200
688001.SH,688001,20220812,103412720,0,2360559,A,S,370100,200
688001.SH,688001,20220812,103412740,0,2360560,A,S,370100,200
688001.SH,688001,20220812,103412740,0,2360562,A,S,370100,200
688001.SH,688001,20220812,103412760,0,2360569,A,S,370100,200
688001.SH,688001,20220812,103412800,0,2360605,A,S,370100,200
688001.SH,688001,20220812,103413630,0,2360861,A,B,368700,518
688001.SH,688001,20220812,103413650,0,2360872,A,B,368700,200
688001.SH,688001,20220812,103415520,0,2361565,A,B,368800,698
688001.SH,688001,20220812,103415580,0,2361608,A,B,368800,238
688001.SH,688001,20220812,103415590,0,2361611,A,B,368800,239
688001.SH,688001,20220812,103415590,0,2361612,A,B,368800,200
688001.SH,688001,20220812,103415590,0,2361615,A,B,368800,200
688001.SH,688001,20220812,103415590,0,2361616,A,B,368800,200
688001.SH,688001,20220812,103415670,0,2361656,A,B,368800,200
688001.SH,688001,20220812,103415680,0,2361661,A,B,368800,200
688001.SH,688001,20220812,103415690,0,2361672,A,B,368800,200
688001.SH,688001,20220812,103415690,0,2361673,A,B,368800,200
688001.SH,688001,20220812,103415730,0,2361695,A,B,368800,200
688001.SH,688001,20220812,103415730,0,2361696,A,B,368800,200
688001.SH,688001,20220812,103420910,0,2363652,A,B,368500,700
688001.SH,688001,20220812,103421360,0,2363819,A,B,368800,200
688001.SH,688001,20220812,103433290,0,2367851,A,S,372800,300
688001.SH,688001,20220812,103439020,0,2369646,A,S,370200,500
688001.SH,688001,20220812,103441900,0,2370714,A,B,360000,4738
688001.SH,688001,20220812,103443380,0,2360861,D,B,368700,518
688001.SH,688001,20220812,103445050,0,2371936,A,B,368900,1000
688001.SH,688001,20220812,103446730,0,2361565,D,B,368800,698
688001.SH,688001,20220812,103446830,0,2372583,A,B,369000,650
688001.SH,688001,20220812,103446980,0,2372611,A,B,369000,200
688001.SH,688001,20220812,103447180,0,2372680,A,B,369000,200
688001.SH,688001,20220812,103447270,0,2353440,D,B,366300,200
688001.SH,688001,20220812,103447450,0,2372779,A,B,369100,273
688001.SH,688001,20220812,103448070,0,2372982,A,B,369100,246
688001.SH,688001,20220812,103448180,0,2373026,A,B,369100,200
688001.SH,688001,20220812,103448230,0,2373041,A,B,369100,200
688001.SH,688001,20220812,103448730,0,2360559,D,S,370100,166
688001.SH,688001,20220812,103448730,0,2360560,D,S,370100,200
688001.SH,688001,20220812,103448760,0,2360562,D,S,370100,200
688001.SH,688001,20220812,103448790,0,2360605,D,S,370100,200
688001.SH,688001,20220812,103448790,0,2360569,D,S,370100,200
688001.SH,688001,20220812,103502540,0,2350045,D,B,363500,200
688001.SH,688001,20220812,103502620,0,2377253,A,B,369200,277
688001.SH,688001,20220812,103502620,0,2377254,A,B,369200,276
688001.SH,688001,20220812,103502630,0,2377256,A,B,369200,200
688001.SH,688001,20220812,103504630,0,2361673,D,B,368800,200
688001.SH,688001,20220812,103504730,0,2378064,A,B,369200,204
688001.SH,688001,20220812,103504770,0,2361608,D,B,368800,238
688001.SH,688001,20220812,103504770,0,2378070,A,B,369200,200
688001.SH,688001,20220812,103504770,0,2361612,D,B,368800,200
688001.SH,688001,20220812,103504780,0,2361615,D,B,368800,200
688001.SH,688001,20220812,103504790,0,2361616,D,B,368800,200
688001.SH,688001,20220812,103504930,0,2361672,D,B,368800,200
688001.SH,688001,20220812,103504990,0,2361611,D,B,368800,239
688001.SH,688001,20220812,103505060,0,2378168,A,B,369300,233
688001.SH,688001,20220812,103505140,0,2378215,A,B,369300,200
688001.SH,688001,20220812,103505440,0,2361656,D,B,368800,200
688001.SH,688001,20220812,103505440,0,2378378,A,B,369400,211
688001.SH,688001,20220812,103505470,0,2361661,D,B,368800,200
688001.SH,688001,20220812,103505810,0,2373041,D,B,369100,200
688001.SH,688001,20220812,103505810,0,2378515,A,B,369300,367
688001.SH,688001,20220812,103506320,0,2378714,A,B,369300,232
688001.SH,688001,20220812,103506520,0,2377256,D,B,369200,200
688001.SH,688001,20220812,103506530,0,2377254,D,B,369200,276
688001.SH,688001,20220812,103506530,0,2377253,D,B,369200,277
688001.SH,688001,20220812,103506600,0,2378215,D,B,369300,200
688001.SH,688001,20220812,103506750,0,2361695,D,B,368800,200
688001.SH,688001,20220812,103506880,0,2361696,D,B,368800,200
688001.SH,688001,20220812,103506940,0,2378922,A,B,369500,308
688001.SH,688001,20220812,103507000,0,2378945,A,B,369500,200
688001.SH,688001,20220812,103507200,0,2379041,A,B,369500,200
688001.SH,688001,20220812,103507340,0,2379109,A,B,369500,200
688001.SH,688001,20220812,103507420,0,2379149,A,B,369500,200
688001.SH,688001,20220812,103508790,0,2379610,A,B,369500,538
688001.SH,688001,20220812,103508890,0,2379668,A,B,370200,196
688001.SH,688001,20220812,103509030,0,2379709,A,B,370200,200
688001.SH,688001,20220812,103509290,0,2379843,A,S,371900,200
688001.SH,688001,20220812,103509300,0,2379854,A,S,371900,320
688001.SH,688001,20220812,103509300,0,2379855,A,S,371900,320
688001.SH,688001,20220812,103509300,0,2379856,A,S,371900,200
688001.SH,688001,20220812,103509300,0,2379858,A,S,371900,277
688001.SH,688001,20220812,103509390,0,2379902,A,S,371900,213
688001.SH,688001,20220812,103509440,0,2379933,A,S,371900,956
688001.SH,688001,20220812,103509630,0,2380030,A,S,371800,900
688001.SH,688001,20220812,103509700,0,2380073,A,S,371300,200
688001.SH,688001,20220812,103509700,0,2380074,A,S,371300,200
688001.SH,688001,20220812,103509700,0,2380075,A,S,371300,200
688001.SH,688001,20220812,103509740,0,2380087,A,S,371300,200
688001.SH,688001,20220812,103509740,0,2380088,A,S,371300,200
688001.SH,688001,20220812,103509740,0,2380089,A,S,371300,200
688001.SH,688001,20220812,103509750,0,2380092,A,S,371300,200
688001.SH,688001,20220812,103509760,0,2380095,A,S,371300,200
688001.SH,688001,20220812,103509790,0,2380101,A,S,371300,362
688001.SH,688001,20220812,103509820,0,2380109,A,S,371300,200
688001.SH,688001,20220812,103511610,0,2379854,D,S,371900,320
688001.SH,688001,20220812,103511610,0,2379855,D,S,371900,320
688001.SH,688001,20220812,103511610,0,2379856,D,S,371900,200
688001.SH,688001,20220812,103511610,0,2379858,D,S,371900,277
688001.SH,688001,20220812,103511630,0,2379843,D,S,371900,200
688001.SH,688001,20220812,103511690,0,2380720,A,S,371200,200
688001.SH,688001,20220812,103511690,0,2379933,D,S,371900,956
688001.SH,688001,20220812,103511700,0,2379902,D,S,371900,213
688001.SH,688001,20220812,103511700,0,2380724,A,S,371200,200
688001.SH,688001,20220812,103511780,0,2380756,A,S,371200,200
688001.SH,688001,20220812,103511800,0,2379668,D,B,370200,196
688001.SH,688001,20220812,103512700,0,2381294,A,S,370900,200
688001.SH,688001,20220812,103512700,0,2380075,D,S,371300,200
688001.SH,688001,20220812,103512700,0,2381295,A,S,370900,200
688001.SH,688001,20220812,103512720,0,2381297,A,S,370900,200
688001.SH,688001,20220812,103512720,0,2381298,A,S,370900,200
688001.SH,688001,20220812,103512720,0,2381301,A,S,370900,200
688001.SH,688001,20220812,103512770,0,2380109,D,S,371300,200
688001.SH,688001,20220812,103512830,0,2381361,A,S,370900,200
688001.SH,688001,20220812,103512860,0,2381378,A,S,370900,200
688001.SH,688001,20220812,103512900,0,2381391,A,S,370900,200
688001.SH,688001,20220812,103513360,0,2379610,D,B,369500,538
688001.SH,688001,20220812,103514610,0,2382015,A,S,370800,200
688001.SH,688001,20220812,103514610,0,2382016,A,S,370800,200
688001.SH,688001,20220812,103514640,0,2382017,A,S,370800,200
688001.SH,688001,20220812,103514680,0,2382027,A,S,370800,200
688001.SH,688001,20220812,103514680,0,2380724,D,S,371200,200
688001.SH,688001,20220812,103514700,0,2380720,D,S,371200,200
688001.SH,688001,20220812,103514700,0,2382030,A,S,370800,200
688001.SH,688001,20220812,103514750,0,2380756,D,S,371200,200
688001.SH,688001,20220812,103514820,0,2382061,A,S,370800,200
688001.SH,688001,20220812,103515780,0,2381391,D,S,370900,200
688001.SH,688001,20220812,103518670,0,2383833,A,B,369500,523
688001.SH,688001,20220812,103518980,0,2383979,A,S,370700,200
688001.SH,688001,20220812,103518980,0,2383983,A,S,370700,200
688001.SH,688001,20220812,103518980,0,2382016,D,S,370800,200
688001.SH,688001,20220812,103518980,0,2382015,D,S,370800,200
688001.SH,688001,20220812,103518980,0,2383984,A,S,370700,200
688001.SH,688001,20220812,103518980,0,2383985,A,S,370700,200
688001.SH,688001,20220812,103519010,0,2382017,D,S,370800,200
688001.SH,688001,20220812,103519010,0,2384009,A,S,370700,200
688001.SH,688001,20220812,103519040,0,2382030,D,S,370800,200
688001.SH,688001,20220812,103519040,0,2384024,A,S,370700,200
688001.SH,688001,20220812,103519060,0,2382027,D,S,370800,200
688001.SH,688001,20220812,103519060,0,2384036,A,S,370700,200
688001.SH,688001,20220812,103519060,0,2384037,A,S,370700,200
688001.SH,688001,20220812,103519060,0,2384038,A,S,370700,200
688001.SH,688001,20220812,103519100,0,2382061,D,S,370800,200
688001.SH,688001,20220812,103519280,0,2384092,A,B,365100,200
688001.SH,688001,20220812,103519380,0,2384142,A,S,370700,200
688001.SH,688001,20220812,103521640,0,2383979,D,S,370700,200
688001.SH,688001,20220812,103521640,0,2384804,A,S,370600,200
688001.SH,688001,20220812,103521640,0,2383983,D,S,370700,200
688001.SH,688001,20220812,103521640,0,2383985,D,S,370700,200
688001.SH,688001,20220812,103521640,0,2383984,D,S,370700,200
688001.SH,688001,20220812,103521640,0,2384807,A,S,370600,200
688001.SH,688001,20220812,103521640,0,2384808,A,S,370600,200
688001.SH,688001,20220812,103521670,0,2384009,D,S,370700,200
688001.SH,688001,20220812,103521670,0,2384818,A,S,370600,200
688001.SH,688001,20220812,103521730,0,2384142,D,S,370700,200
688001.SH,688001,20220812,103521730,0,2384038,D,S,370700,200
688001.SH,688001,20220812,103521730,0,2384836,A,S,370600,200
688001.SH,688001,20220812,103521730,0,2384036,D,S,370700,200
688001.SH,688001,20220812,103521730,0,2384837,A,S,370600,200
688001.SH,688001,20220812,103521730,0,2384037,D,S,370700,200
688001.SH,688001,20220812,103521750,0,2384024,D,S,370700,200
688001.SH,688001,20220812,103521750,0,2384840,A,S,370600,200
688001.SH,688001,20220812,103521830,0,2384857,A,S,370600,200
688001.SH,688001,20220812,103524300,0,2384804,D,S,370600,200
688001.SH,688001,20220812,103524300,0,2385444,A,S,370500,200
688001.SH,688001,20220812,103524310,0,2385446,A,S,370500,200
688001.SH,688001,20220812,103524310,0,2384808,D,S,370600,200
688001.SH,688001,20220812,103524310,0,2384807,D,S,370600,200
688001.SH,688001,20220812,103524310,0,2385448,A,S,370500,200
688001.SH,688001,20220812,103524310,0,2385449,A,S,370500,200
688001.SH,688001,20220812,103524330,0,2384818,D,S,370600,200
688001.SH,688001,20220812,103524330,0,2385456,A,S,370500,200
688001.SH,688001,20220812,103524350,0,2384837,D,S,370600,200
688001.SH,688001,20220812,103524400,0,2384857,D,S,370600,200
688001.SH,688001,20220812,103524400,0,2384840,D,S,370600,200
688001.SH,688001,20220812,103524400,0,2385480,A,S,370500,200
688001.SH,688001,20220812,103524400,0,2385483,A,S,370500,200
688001.SH,688001,20220812,103524400,0,2385484,A,S,370500,200
688001.SH,688001,20220812,103524400,0,2384836,D,S,370600,200
688001.SH,688001,20220812,103524400,0,2385485,A,S,370500,200
688001.SH,688001,20220812,103524450,0,2385507,A,S,370500,200
688001.SH,688001,20220812,103524710,0,2385610,A,S,370500,361
688001.SH,688001,20220812,103524710,0,2380074,D,S,371300,200
688001.SH,688001,20220812,103524710,0,2381361,D,S,370900,200
688001.SH,688001,20220812,103524740,0,2380089,D,S,371300,200
688001.SH,688001,20220812,103524740,0,2385627,A,S,370500,200
688001.SH,688001,20220812,103524740,0,2385629,A,S,370500,200
688001.SH,688001,20220812,103524810,0,2385659,A,S,370500,200
688001.SH,688001,20220812,103527300,0,2385444,D,S,370500,200
688001.SH,688001,20220812,103527300,0,2386368,A,S,370400,200
688001.SH,688001,20220812,103527310,0,2385449,D,S,370500,200
688001.SH,688001,20220812,103527310,0,2386374,A,S,370400,200
688001.SH,688001,20220812,103527310,0,2385446,D,S,370500,200
688001.SH,688001,20220812,103527310,0,2385448,D,S,370500,200
688001.SH,688001,20220812,103527310,0,2386375,A,S,370400,200
688001.SH,688001,20220812,103527330,0,2385456,D,S,370500,200
688001.SH,688001,20220812,103527330,0,2386380,A,S,370400,200
688001.SH,688001,20220812,103527380,0,2385485,D,S,370500,200
688001.SH,688001,20220812,103527380,0,2386390,A,S,370400,200
688001.SH,688001,20220812,103527380,0,2385483,D,S,370500,200
688001.SH,688001,20220812,103527380,0,2386391,A,S,370400,200
688001.SH,688001,20220812,103527380,0,2385484,D,S,370500,200
688001.SH,688001,20220812,103527410,0,2385480,D,S,370500,200
688001.SH,688001,20220812,103527410,0,2386398,A,S,370400,200
688001.SH,688001,20220812,103527420,0,2385507,D,S,370500,200
688001.SH,688001,20220812,103527470,0,2386435,A,S,370400,200
688001.SH,688001,20220812,103527710,0,2380073,D,S,371300,200
688001.SH,688001,20220812,103527710,0,2386571,A,S,370400,200
688001.SH,688001,20220812,103527710,0,2385627,D,S,370500,200
688001.SH,688001,20220812,103527710,0,2386572,A,S,370400,200
688001.SH,688001,20220812,103527740,0,2380087,D,S,371300,200
688001.SH,688001,20220812,103527740,0,2386581,A,S,370400,200
688001.SH,688001,20220812,103527740,0,2380088,D,S,371300,200
688001.SH,688001,20220812,103527750,0,2385659,D,S,370500,200
688001.SH,688001,20220812,103527760,0,2380092,D,S,371300,200
688001.SH,688001,20220812,103527820,0,2386604,A,S,370400,200
688001.SH,688001,20220812,103527880,0,2386618,A,S,370400,200
688001.SH,688001,20220812,103530290,0,2386368,D,S,370400,200
688001.SH,688001,20220812,103530290,0,2387429,A,S,370300,200
688001.SH,688001,20220812,103530320,0,2386374,D,S,370400,200
688001.SH,688001,20220812,103530320,0,2386375,D,S,370400,200
688001.SH,688001,20220812,103530320,0,2387442,A,S,370300,200
688001.SH,688001,20220812,103530320,0,2387443,A,S,370300,200
688001.SH,688001,20220812,103530320,0,2387444,A,S,370300,200
688001.SH,688001,20220812,103530320,0,2386380,D,S,370400,200
688001.SH,688001,20220812,103530320,0,2387453,A,S,370300,200
688001.SH,688001,20220812,103530350,0,2386390,D,S,370400,200
688001.SH,688001,20220812,103530350,0,2387469,A,S,370300,200
688001.SH,688001,20220812,103530350,0,2386398,D,S,370400,200
688001.SH,688001,20220812,103530350,0,2387470,A,S,370300,200
688001.SH,688001,20220812,103530400,0,2386391,D,S,370400,200
688001.SH,688001,20220812,103530400,0,2387492,A,S,370300,200
688001.SH,688001,20220812,103530400,0,2387493,A,S,370300,200
688001.SH,688001,20220812,103530440,0,2387522,A,S,370300,200
688001.SH,688001,20220812,103530450,0,2386435,D,S,370400,200
688001.SH,688001,20220812,103530450,0,2387535,A,S,370300,200
688001.SH,688001,20220812,103530540,0,2387588,A,S,370300,477
688001.SH,688001,20220812,103530710,0,2385610,D,S,370500,361
688001.SH,688001,20220812,103530710,0,2387668,A,S,370300,200
688001.SH,688001,20220812,103530710,0,2386604,D,S,370400,200
688001.SH,688001,20220812,103530710,0,2387670,A,S,370300,200
688001.SH,688001,20220812,103530730,0,2381298,D,S,370900,200
688001.SH,688001,20220812,103530730,0,2381297,D,S,370900,80
688001.SH,688001,20220812,103530760,0,2387697,A,S,370300,200
688001.SH,688001,20220812,103530760,0,2386618,D,S,370400,200
688001.SH,688001,20220812,103530830,0,2387773,A,S,370300,200
688001.SH,688001,20220812,103530860,0,2387787,A,S,370300,129
688001.SH,688001,20220812,103533300,0,2387443,D,S,370300,200
688001.SH,688001,20220812,103533300,0,2388478,A,S,370200,200
688001.SH,688001,20220812,103533300,0,2387442,D,S,370300,200
688001.SH,688001,20220812,103533300,0,2388481,A,S,370200,200
688001.SH,688001,20220812,103533340,0,2387453,D,S,370300,200
