万得代码,交易所代码,自然日,时间,委托编号,交易所委托号,委托类型,委托代码,委托价格,委托数量
688001.SH,688001,20220812,95007980,0,1283045,A,S,377900,200
688001.SH,688001,20220812,95008870,0,1283045,D,S,377900,171
688001.SH,688001,20220812,95009250,0,1283908,A,B,377200,419
688001.SH,688001,20220812,95009390,0,1284078,A,S,388200,200
688001.SH,688001,20220812,95009470,0,1284190,A,S,379100,200
688001.SH,688001,20220812,95009480,0,1284192,A,S,379100,222
688001.SH,688001,20220812,95009570,0,1284282,A,S,379100,527
688001.SH,688001,20220812,95009710,0,1284453,A,S,379200,200
688001.SH,688001,20220812,95011370,0,1285839,A,S,381300,200
688001.SH,688001,20220812,95011800,0,1286069,A,S,387800,200
688001.SH,688001,20220812,95011890,0,1286122,A,S,379900,2000
688001.SH,688001,20220812,95012190,0,1286594,A,S,379100,200
688001.SH,688001,20220812,95012220,0,1286630,A,S,378900,200
688001.SH,688001,20220812,95012550,0,1287050,A,S,377200,560
688001.SH,688001,20220812,95012640,0,1261045,D,B,377000,2600
688001.SH,688001,20220812,95012690,0,1287200,A,B,377200,1160
688001.SH,688001,20220812,95012940,0,1287414,A,B,377200,200
688001.SH,688001,20220812,95014590,0,44826,D,B,366100,1575
688001.SH,688001,20220812,95014790,0,1284192,D,S,379100,222
688001.SH,688001,20220812,95015630,0,1289318,A,S,378800,200
688001.SH,688001,20220812,95015630,0,1289329,A,S,399900,2000
688001.SH,688001,20220812,95015640,0,1289342,A,S,378800,200
688001.SH,688001,20220812,95015650,0,1289357,A,S,447800,300
688001.SH,688001,20220812,95015670,0,1289389,A,S,378800,200
688001.SH,688001,20220812,95015670,0,1289402,A,S,378800,200
688001.SH,688001,20220812,95015680,0,1287414,D,B,377200,200
688001.SH,688001,20220812,95015680,0,1289417,A,S,378800,200
688001.SH,688001,20220812,95015720,0,1289432,A,S,378800,200
688001.SH,688001,20220812,95017960,0,1290901,A,S,379700,715
688001.SH,688001,20220812,95018050,0,1291047,A,S,450000,500
688001.SH,688001,20220812,95018600,0,1291684,A,S,378700,200
688001.SH,688001,20220812,95018600,0,1291687,A,S,378700,200
688001.SH,688001,20220812,95018610,0,1291703,A,S,378700,200
688001.SH,688001,20220812,95018630,0,1291713,A,S,378700,200
688001.SH,688001,20220812,95018630,0,1291716,A,S,378700,200
688001.SH,688001,20220812,95018640,0,1289417,D,S,378800,200
688001.SH,688001,20220812,95018690,0,1291751,A,S,378700,200
688001.SH,688001,20220812,95018880,0,1249345,D,B,376600,812
688001.SH,688001,20220812,95018890,0,1291862,A,S,378600,400
688001.SH,688001,20220812,95018910,0,1249359,D,B,376600,200
688001.SH,688001,20220812,95018910,0,1291884,A,S,378600,300
688001.SH,688001,20220812,95018910,0,1249475,D,B,376600,200
688001.SH,688001,20220812,95019000,0,1249391,D,B,376600,700
688001.SH,688001,20220812,95019410,0,1292188,A,S,380000,200
688001.SH,688001,20220812,95020680,0,1287200,D,B,377200,1160
688001.SH,688001,20220812,95021020,0,1293080,A,B,377300,200
688001.SH,688001,20220812,95021630,0,1289318,D,S,378800,200
688001.SH,688001,20220812,95021630,0,1291703,D,S,378700,200
688001.SH,688001,20220812,95021630,0,1293784,A,S,378500,200
688001.SH,688001,20220812,95021630,0,1293785,A,S,378500,200
688001.SH,688001,20220812,95021630,0,1293794,A,S,378500,200
688001.SH,688001,20220812,95021630,0,1289389,D,S,378800,200
688001.SH,688001,20220812,95021630,0,1291716,D,S,378700,200
688001.SH,688001,20220812,95021630,0,1293795,A,S,378500,200
688001.SH,688001,20220812,95021630,0,1289402,D,S,378800,200
688001.SH,688001,20220812,95021640,0,1293803,A,S,378500,200
688001.SH,688001,20220812,95021640,0,1291751,D,S,378700,200
688001.SH,688001,20220812,95021640,0,1293814,A,S,378500,200
688001.SH,688001,20220812,95021650,0,1293818,A,S,378500,200
688001.SH,688001,20220812,95021650,0,1289342,D,S,378800,200
688001.SH,688001,20220812,95021650,0,1293821,A,S,378500,200
688001.SH,688001,20220812,95021660,0,1293867,A,S,378500,200
688001.SH,688001,20220812,95021660,0,1293870,A,S,378500,200
688001.SH,688001,20220812,95021660,0,1293871,A,S,378500,200
688001.SH,688001,20220812,95021720,0,1289432,D,S,378800,200
688001.SH,688001,20220812,95021720,0,1293937,A,S,378500,200
688001.SH,688001,20220812,95021890,0,1294120,A,S,378400,600
688001.SH,688001,20220812,95022900,0,1294727,A,S,379100,300
688001.SH,688001,20220812,95024610,0,1291684,D,S,378700,200
688001.SH,688001,20220812,95024610,0,1295996,A,S,378300,200
688001.SH,688001,20220812,95024610,0,1291687,D,S,378700,200
688001.SH,688001,20220812,95024610,0,1295998,A,S,378300,200
688001.SH,688001,20220812,95024610,0,1295999,A,S,378300,200
688001.SH,688001,20220812,95024620,0,1293785,D,S,378500,200
688001.SH,688001,20220812,95024620,0,1296014,A,S,378300,200
688001.SH,688001,20220812,95024620,0,1293784,D,S,378500,200
688001.SH,688001,20220812,95024620,0,1296016,A,S,378300,200
688001.SH,688001,20220812,95024620,0,1291713,D,S,378700,200
688001.SH,688001,20220812,95024620,0,1296018,A,S,378300,200
688001.SH,688001,20220812,95024630,0,1293821,D,S,378500,200
688001.SH,688001,20220812,95024630,0,1296026,A,S,378300,200
688001.SH,688001,20220812,95024630,0,1296027,A,S,378300,200
688001.SH,688001,20220812,95024630,0,1296028,A,S,378300,200
688001.SH,688001,20220812,95024630,0,1296030,A,S,378300,200
688001.SH,688001,20220812,95024630,0,1296031,A,S,378300,200
688001.SH,688001,20220812,95024630,0,1293794,D,S,378500,200
688001.SH,688001,20220812,95024630,0,1293795,D,S,378500,200
688001.SH,688001,20220812,95024640,0,1293871,D,S,378500,200
688001.SH,688001,20220812,95024640,0,1296037,A,S,378300,200
688001.SH,688001,20220812,95024640,0,1296038,A,S,378300,200
688001.SH,688001,20220812,95024640,0,1293814,D,S,378500,200
688001.SH,688001,20220812,95024670,0,1296055,A,S,378300,200
688001.SH,688001,20220812,95024670,0,1293818,D,S,378500,200
688001.SH,688001,20220812,95024680,0,1293867,D,S,378500,200
688001.SH,688001,20220812,95024680,0,1296058,A,S,378300,200
688001.SH,688001,20220812,95024680,0,1293937,D,S,378500,200
688001.SH,688001,20220812,95024680,0,1296062,A,S,378300,200
688001.SH,688001,20220812,95024690,0,1293870,D,S,378500,200
688001.SH,688001,20220812,95024690,0,1296073,A,S,378300,200
688001.SH,688001,20220812,95024870,0,1296170,A,S,378200,600
688001.SH,688001,20220812,95024890,0,1296178,A,S,378200,200
688001.SH,688001,20220812,95025510,0,1296543,A,S,385000,400
688001.SH,688001,20220812,95027620,0,1296016,D,S,378300,200
688001.SH,688001,20220812,95027620,0,1297736,A,S,378100,200
688001.SH,688001,20220812,95027620,0,1296014,D,S,378300,200
688001.SH,688001,20220812,95027620,0,1297737,A,S,378100,200
688001.SH,688001,20220812,95027630,0,1296028,D,S,378300,200
688001.SH,688001,20220812,95027630,0,1296058,D,S,378300,200
688001.SH,688001,20220812,95027630,0,1297742,A,S,378100,200
688001.SH,688001,20220812,95027640,0,1297750,A,S,378100,200
688001.SH,688001,20220812,95027640,0,1297751,A,S,378100,200
688001.SH,688001,20220812,95027640,0,1296030,D,S,378300,200
688001.SH,688001,20220812,95027640,0,1296031,D,S,378300,200
688001.SH,688001,20220812,95027640,0,1296062,D,S,378300,200
688001.SH,688001,20220812,95027670,0,1296073,D,S,378300,200
688001.SH,688001,20220812,95027670,0,1297762,A,S,378100,200
688001.SH,688001,20220812,95027670,0,1296037,D,S,378300,200
688001.SH,688001,20220812,95027670,0,1297763,A,S,378100,200
688001.SH,688001,20220812,95027670,0,1297767,A,S,378100,200
688001.SH,688001,20220812,95027670,0,1296055,D,S,378300,200
688001.SH,688001,20220812,95027680,0,1293803,D,S,378500,200
688001.SH,688001,20220812,95027680,0,1297772,A,S,378100,200
688001.SH,688001,20220812,95027690,0,1297781,A,S,378100,200
688001.SH,688001,20220812,95027780,0,1297845,A,S,379800,1000
688001.SH,688001,20220812,95027880,0,1297905,A,S,378000,600
688001.SH,688001,20220812,95027910,0,1297918,A,S,378000,200
688001.SH,688001,20220812,95029500,0,1298693,A,S,378200,200
688001.SH,688001,20220812,95030030,0,1299056,A,S,379800,200
688001.SH,688001,20220812,95030600,0,1295998,D,S,378300,200
688001.SH,688001,20220812,95030600,0,1299631,A,S,377900,200
688001.SH,688001,20220812,95030630,0,1299661,A,S,377900,200
688001.SH,688001,20220812,95030850,0,1299828,A,S,377800,400
688001.SH,688001,20220812,95030890,0,1299848,A,S,377800,400
688001.SH,688001,20220812,95032320,0,1246503,D,B,376100,300
688001.SH,688001,20220812,95033030,0,1300824,A,B,374200,300
688001.SH,688001,20220812,95033660,0,1301299,A,S,377300,200
688001.SH,688001,20220812,95033660,0,1301300,A,S,377300,200
688001.SH,688001,20220812,95036370,0,1302508,A,S,376900,61
688001.SH,688001,20220812,95038220,0,1303418,A,S,377200,500
688001.SH,688001,20220812,95038720,0,1303724,A,S,389000,250
688001.SH,688001,20220812,95039210,0,1304205,A,B,376800,200
688001.SH,688001,20220812,95039210,0,1304206,A,B,376700,200
688001.SH,688001,20220812,95039250,0,1301300,D,S,377300,200
688001.SH,688001,20220812,95039250,0,1301299,D,S,377300,200
688001.SH,688001,20220812,95041750,0,1305448,A,B,377300,1939
688001.SH,688001,20220812,95042150,0,1299828,D,S,377800,400
688001.SH,688001,20220812,95042150,0,1297905,D,S,378000,600
688001.SH,688001,20220812,95042160,0,1297918,D,S,378000,200
688001.SH,688001,20220812,95042160,0,1299848,D,S,377800,400
688001.SH,688001,20220812,95042210,0,1297736,D,S,378100,200
688001.SH,688001,20220812,95042210,0,1297737,D,S,378100,200
688001.SH,688001,20220812,95042210,0,1305729,A,S,377700,200
688001.SH,688001,20220812,95042210,0,1305730,A,S,377700,200
688001.SH,688001,20220812,95042230,0,1297742,D,S,378100,200
688001.SH,688001,20220812,95042230,0,1305756,A,S,377700,200
688001.SH,688001,20220812,95042250,0,1305761,A,S,377700,200
688001.SH,688001,20220812,95042250,0,1297767,D,S,378100,200
688001.SH,688001,20220812,95042270,0,1297750,D,S,378100,200
688001.SH,688001,20220812,95042270,0,1305783,A,S,377700,200
688001.SH,688001,20220812,95042270,0,1305784,A,S,377700,200
688001.SH,688001,20220812,95042270,0,1297751,D,S,378100,200
688001.SH,688001,20220812,95042280,0,1297762,D,S,378100,200
688001.SH,688001,20220812,95042280,0,1305805,A,S,377700,200
688001.SH,688001,20220812,95042280,0,1297763,D,S,378100,200
688001.SH,688001,20220812,95042280,0,1305806,A,S,377700,200
688001.SH,688001,20220812,95042290,0,1297781,D,S,378100,200
688001.SH,688001,20220812,95042290,0,1305815,A,S,377700,200
688001.SH,688001,20220812,95043770,0,1306464,A,S,377700,237
688001.SH,688001,20220812,95044280,0,1306629,A,S,380000,1000
688001.SH,688001,20220812,95044650,0,1306776,A,S,378000,500
688001.SH,688001,20220812,95044870,0,1290901,D,S,379700,715
688001.SH,688001,20220812,95047950,0,1308462,A,S,378900,800
688001.SH,688001,20220812,95049160,0,1309294,A,B,375400,300
688001.SH,688001,20220812,95052060,0,1310832,A,S,377600,200
688001.SH,688001,20220812,95054360,0,1312205,A,S,438000,10000
688001.SH,688001,20220812,95054680,0,1312420,A,S,386800,1000
688001.SH,688001,20220812,95054820,0,1312513,A,B,375900,300
688001.SH,688001,20220812,95057420,0,1313762,A,B,375200,600
688001.SH,688001,20220812,95058280,0,1314167,A,S,381100,1000
688001.SH,688001,20220812,95059060,0,1314553,A,S,377500,214
688001.SH,688001,20220812,95103950,0,1317544,A,S,377300,696
688001.SH,688001,20220812,95103980,0,1317563,A,S,377300,200
688001.SH,688001,20220812,95103980,0,1317564,A,S,377300,400
688001.SH,688001,20220812,95104020,0,1317590,A,S,377300,200
688001.SH,688001,20220812,95104020,0,1317598,A,S,377300,205
688001.SH,688001,20220812,95104280,0,1317598,D,S,377300,205
688001.SH,688001,20220812,95104380,0,1317780,A,S,377200,200
688001.SH,688001,20220812,95104380,0,1317544,D,S,377300,696
688001.SH,688001,20220812,95104380,0,1317781,A,S,376800,403
688001.SH,688001,20220812,95106290,0,1318948,A,S,376700,5
688001.SH,688001,20220812,95106320,0,1318967,A,S,377200,200
688001.SH,688001,20220812,95106330,0,1318979,A,S,376700,408
688001.SH,688001,20220812,95106380,0,1296170,D,S,378200,127
688001.SH,688001,20220812,95106380,0,1294120,D,S,378400,600
688001.SH,688001,20220812,95106390,0,1319026,A,S,376700,983
688001.SH,688001,20220812,95106390,0,1296178,D,S,378200,200
688001.SH,688001,20220812,95106570,0,1319140,A,S,377300,3500
688001.SH,688001,20220812,95106580,0,1268691,D,S,379700,200
688001.SH,688001,20220812,95106760,0,1256781,D,S,379400,577
688001.SH,688001,20220812,95106930,0,1295996,D,S,378300,200
688001.SH,688001,20220812,95106930,0,1319471,A,S,376600,200
688001.SH,688001,20220812,95106940,0,1295999,D,S,378300,200
688001.SH,688001,20220812,95106940,0,1319473,A,S,376600,200
688001.SH,688001,20220812,95106950,0,1296026,D,S,378300,200
688001.SH,688001,20220812,95106950,0,1319480,A,S,376600,200
688001.SH,688001,20220812,95106950,0,1319483,A,S,376600,200
688001.SH,688001,20220812,95106950,0,1296027,D,S,378300,200
688001.SH,688001,20220812,95106960,0,1296018,D,S,378300,200
688001.SH,688001,20220812,95106960,0,1319486,A,S,376600,200
688001.SH,688001,20220812,95107010,0,1296038,D,S,378300,200
688001.SH,688001,20220812,95107010,0,1319513,A,S,376600,200
688001.SH,688001,20220812,95107300,0,1318979,D,S,376700,408
688001.SH,688001,20220812,95107380,0,1319026,D,S,376700,983
688001.SH,688001,20220812,95107380,0,1319811,A,S,376500,983
688001.SH,688001,20220812,95107620,0,1319978,A,S,377300,600
688001.SH,688001,20220812,95109810,0,1321507,A,S,376400,408
688001.SH,688001,20220812,95109870,0,1321540,A,S,376500,200
688001.SH,688001,20220812,95110050,0,1321631,A,S,376400,400
688001.SH,688001,20220812,95110060,0,1321647,A,S,377300,200
688001.SH,688001,20220812,95110300,0,1321507,D,S,376400,408
688001.SH,688001,20220812,95112040,0,1231043,D,S,383000,200
688001.SH,688001,20220812,95114540,0,1324300,A,S,385000,500
688001.SH,688001,20220812,95114990,0,1324525,A,S,450000,10000
688001.SH,688001,20220812,95115270,0,1324784,A,S,386800,400
688001.SH,688001,20220812,95115480,0,1321647,D,S,377300,200
688001.SH,688001,20220812,95119330,0,1318967,D,S,377200,200
688001.SH,688001,20220812,95120380,0,1327666,A,S,400000,650
688001.SH,688001,20220812,95120540,0,1327738,A,S,376300,200
688001.SH,688001,20220812,95122140,0,1328591,A,S,375900,116
688001.SH,688001,20220812,95122240,0,1328631,A,S,450000,174
688001.SH,688001,20220812,95122990,0,1328911,A,S,375900,200
688001.SH,688001,20220812,95123040,0,1328938,A,B,375400,300
688001.SH,688001,20220812,95124930,0,1329847,A,S,383900,500
688001.SH,688001,20220812,95126010,0,1330347,A,S,382800,500
688001.SH,688001,20220812,95126250,0,1330440,A,S,379000,200
688001.SH,688001,20220812,95127520,0,1331094,A,S,379700,200
688001.SH,688001,20220812,95127790,0,1321540,D,S,376500,200
688001.SH,688001,20220812,95128470,0,1331660,A,S,384900,200
688001.SH,688001,20220812,95129290,0,1331994,A,S,384800,200
688001.SH,688001,20220812,95131640,0,1308462,D,S,378900,800
688001.SH,688001,20220812,95135960,0,1126534,D,B,375300,9800
688001.SH,688001,20220812,95137110,0,1336264,A,S,383300,3355
688001.SH,688001,20220812,95137300,0,1336344,A,B,367100,200
688001.SH,688001,20220812,95137750,0,584885,D,B,365000,500
688001.SH,688001,20220812,95139620,0,1337546,A,S,375400,200
688001.SH,688001,20220812,95139780,0,941285,D,S,383800,300
688001.SH,688001,20220812,95143290,0,1319140,D,S,377300,3500
688001.SH,688001,20220812,95145240,0,1337546,D,S,375400,200
688001.SH,688001,20220812,95146480,0,1341302,A,B,375900,9684
688001.SH,688001,20220812,95149520,0,1319978,D,S,377300,600
688001.SH,688001,20220812,95152290,0,1344031,A,S,383500,2000
688001.SH,688001,20220812,95153570,0,1344593,A,B,372400,300
688001.SH,688001,20220812,95155560,0,1345714,A,S,375900,1616
688001.SH,688001,20220812,95157160,0,1319471,D,S,376600,200
688001.SH,688001,20220812,95157160,0,1346415,A,S,375800,200
688001.SH,688001,20220812,95157160,0,1319473,D,S,376600,200
688001.SH,688001,20220812,95157160,0,1346416,A,S,375800,200
688001.SH,688001,20220812,95157190,0,1319483,D,S,376600,200
688001.SH,688001,20220812,95157190,0,1346426,A,S,375800,200
688001.SH,688001,20220812,95157190,0,1319480,D,S,376600,200
688001.SH,688001,20220812,95157190,0,1346427,A,S,375800,200
688001.SH,688001,20220812,95157190,0,1319486,D,S,376600,200
688001.SH,688001,20220812,95157190,0,1346435,A,S,375800,200
688001.SH,688001,20220812,95157230,0,1319513,D,S,376600,200
688001.SH,688001,20220812,95157230,0,1346453,A,S,375800,200
688001.SH,688001,20220812,95158310,0,1346981,A,S,376300,200
688001.SH,688001,20220812,95158350,0,1347002,A,B,370000,200
688001.SH,688001,20220812,95159510,0,1347476,A,S,375900,800
688001.SH,688001,20220812,95200920,0,1324525,D,S,450000,10000
688001.SH,688001,20220812,95203970,0,1319811,D,S,376500,983
688001.SH,688001,20220812,95204000,0,1318948,D,S,376700,5
688001.SH,688001,20220812,95206240,0,1351773,A,S,375800,200
688001.SH,688001,20220812,95206700,0,1284282,D,S,379100,527
688001.SH,688001,20220812,95209730,0,1321631,D,S,376400,400
688001.SH,688001,20220812,95210670,0,1355201,A,S,375700,200
688001.SH,688001,20220812,95210670,0,1355203,A,S,375700,200
688001.SH,688001,20220812,95212210,0,1355985,A,S,379500,500
688001.SH,688001,20220812,95214300,0,1357638,A,S,380000,1000
688001.SH,688001,20220812,95215220,0,1284190,D,S,379100,200
688001.SH,688001,20220812,95218240,0,1359912,A,S,375600,200
688001.SH,688001,20220812,95218700,0,1360289,A,S,375600,200
688001.SH,688001,20220812,95218720,0,1360298,A,S,375600,200
688001.SH,688001,20220812,95218740,0,1360301,A,S,375600,200
688001.SH,688001,20220812,95218870,0,1360441,A,S,375600,200
688001.SH,688001,20220812,95219070,0,1360546,A,S,397700,300
688001.SH,688001,20220812,95219980,0,1361035,A,S,375600,200
688001.SH,688001,20220812,95220440,0,1361242,A,B,368500,200
688001.SH,688001,20220812,95221130,0,1361860,A,S,375500,577
688001.SH,688001,20220812,95224820,0,1346981,D,S,376300,200
688001.SH,688001,20220812,95224860,0,1363980,A,B,370300,200
688001.SH,688001,20220812,95224870,0,1363994,A,S,382000,5000
688001.SH,688001,20220812,95229280,0,1298693,D,S,378200,200
688001.SH,688001,20220812,95232550,0,1367771,A,B,375100,300
688001.SH,688001,20220812,95233520,0,1359912,D,S,375600,200
688001.SH,688001,20220812,95233680,0,1351773,D,S,375800,200
688001.SH,688001,20220812,95233700,0,1360289,D,S,375600,200
688001.SH,688001,20220812,95233730,0,1360301,D,S,375600,200
688001.SH,688001,20220812,95233740,0,1360298,D,S,375600,200
688001.SH,688001,20220812,95233790,0,1360441,D,S,375600,200
688001.SH,688001,20220812,95233800,0,1368475,A,S,375500,200
688001.SH,688001,20220812,95233840,0,1368523,A,S,375500,200
688001.SH,688001,20220812,95233950,0,1368600,A,S,375500,200
688001.SH,688001,20220812,95234090,0,1368671,A,S,375500,200
688001.SH,688001,20220812,95235440,0,1369299,A,S,375400,200
688001.SH,688001,20220812,95237000,0,1355201,D,S,375700,200
688001.SH,688001,20220812,95237070,0,1355203,D,S,375700,200
688001.SH,688001,20220812,95237260,0,1370358,A,S,375300,200
688001.SH,688001,20220812,95238690,0,1371004,A,S,419900,500
688001.SH,688001,20220812,95239590,0,1371579,A,S,375000,124
688001.SH,688001,20220812,95239600,0,1371589,A,S,375300,400
688001.SH,688001,20220812,95239620,0,1371598,A,S,375000,200
688001.SH,688001,20220812,95239700,0,1368475,D,S,375500,200
688001.SH,688001,20220812,95239720,0,1371635,A,S,375000,200
688001.SH,688001,20220812,95239730,0,1368600,D,S,375500,200
688001.SH,688001,20220812,95239750,0,1368523,D,S,375500,200
688001.SH,688001,20220812,95239800,0,1371686,A,S,375300,200
688001.SH,688001,20220812,95239830,0,1371703,A,S,375300,200
688001.SH,688001,20220812,95239860,0,1368671,D,S,375500,200
688001.SH,688001,20220812,95239950,0,1371771,A,B,372500,500
688001.SH,688001,20220812,95240000,0,1371805,A,S,375300,200
688001.SH,688001,20220812,95240180,0,1371885,A,S,375300,200
688001.SH,688001,20220812,95241200,0,1372294,A,S,375000,200
688001.SH,688001,20220812,95242260,0,1346415,D,S,375800,200
688001.SH,688001,20220812,95242260,0,1372786,A,S,374900,200
688001.SH,688001,20220812,95242270,0,1346416,D,S,375800,200
688001.SH,688001,20220812,95242270,0,1372790,A,S,374900,200
688001.SH,688001,20220812,95242270,0,1346427,D,S,375800,200
688001.SH,688001,20220812,95242270,0,1372792,A,S,374900,200
688001.SH,688001,20220812,95242270,0,1346426,D,S,375800,200
688001.SH,688001,20220812,95242270,0,1372793,A,S,374900,200
688001.SH,688001,20220812,95242290,0,1346435,D,S,375800,200
688001.SH,688001,20220812,95242290,0,1372800,A,S,374900,200
688001.SH,688001,20220812,95242320,0,1346453,D,S,375800,200
688001.SH,688001,20220812,95242360,0,1372830,A,S,374900,200
688001.SH,688001,20220812,95242590,0,1371579,D,S,375000,124
688001.SH,688001,20220812,95242670,0,1371598,D,S,375000,200
688001.SH,688001,20220812,95242670,0,1371635,D,S,375000,200
688001.SH,688001,20220812,95242790,0,1373095,A,B,373000,250
688001.SH,688001,20220812,95248700,0,1371686,D,S,375300,200
688001.SH,688001,20220812,95248720,0,1371703,D,S,375300,200
688001.SH,688001,20220812,95248730,0,1371805,D,S,375300,200
688001.SH,688001,20220812,95248770,0,1376102,A,S,374900,200
688001.SH,688001,20220812,95248790,0,1376121,A,S,374900,200
688001.SH,688001,20220812,95248810,0,1371885,D,S,375300,200
688001.SH,688001,20220812,95248940,0,1376179,A,S,374900,200
688001.SH,688001,20220812,95249080,0,1376255,A,B,372500,500
688001.SH,688001,20220812,95249090,0,1376270,A,S,374900,200
688001.SH,688001,20220812,95249110,0,1376284,A,S,380000,1000
688001.SH,688001,20220812,95249510,0,827859,D,B,366300,300
688001.SH,688001,20220812,95249650,0,1376513,A,S,385300,500
688001.SH,688001,20220812,95250240,0,1376789,A,S,448800,600
688001.SH,688001,20220812,95251140,0,1377207,A,S,375000,200
688001.SH,688001,20220812,95254270,0,1327738,D,S,376300,200
688001.SH,688001,20220812,95255950,0,1379722,A,B,372500,500
688001.SH,688001,20220812,95256890,0,1380092,A,B,372300,500
688001.SH,688001,20220812,95257780,0,1380725,A,B,374200,400
688001.SH,688001,20220812,95259980,0,1361860,D,S,375500,577
688001.SH,688001,20220812,95303140,0,1383695,A,B,372300,784
688001.SH,688001,20220812,95304670,0,1286594,D,S,379100,200
688001.SH,688001,20220812,95306250,0,1372790,D,S,374900,183
688001.SH,688001,20220812,95306250,0,1385773,A,S,374800,200
688001.SH,688001,20220812,95306390,0,1371589,D,S,375300,400
688001.SH,688001,20220812,95306700,0,1376102,D,S,374900,200
688001.SH,688001,20220812,95306720,0,1376121,D,S,374900,200
688001.SH,688001,20220812,95306740,0,1376179,D,S,374900,200
688001.SH,688001,20220812,95306780,0,1386152,A,S,374800,200
688001.SH,688001,20220812,95306800,0,1386167,A,S,374800,200
688001.SH,688001,20220812,95306840,0,1376270,D,S,374900,200
688001.SH,688001,20220812,95307000,0,1386265,A,S,374800,200
688001.SH,688001,20220812,95307140,0,1386364,A,S,374800,200
688001.SH,688001,20220812,95309250,0,1372793,D,S,374900,200
688001.SH,688001,20220812,95309250,0,1387477,A,S,374700,200
688001.SH,688001,20220812,95309250,0,1372792,D,S,374900,200
688001.SH,688001,20220812,95309250,0,1387478,A,S,374700,200
688001.SH,688001,20220812,95309270,0,1372800,D,S,374900,200
688001.SH,688001,20220812,95309270,0,1387489,A,S,374700,200
688001.SH,688001,20220812,95309310,0,1387518,A,S,374700,200
688001.SH,688001,20220812,95309310,0,1372830,D,S,374900,200
688001.SH,688001,20220812,95309310,0,1387523,A,S,374800,200
688001.SH,688001,20220812,95309710,0,1386152,D,S,374800,200
688001.SH,688001,20220812,95309720,0,1386167,D,S,374800,200
688001.SH,688001,20220812,95309730,0,1386265,D,S,374800,200
688001.SH,688001,20220812,95309770,0,1387817,A,S,374400,200
688001.SH,688001,20220812,95309800,0,1387845,A,S,374400,200
688001.SH,688001,20220812,95309800,0,1386364,D,S,374800,200
688001.SH,688001,20220812,95309940,0,1387934,A,S,374400,200
688001.SH,688001,20220812,95310040,0,1387982,A,S,374400,200
688001.SH,688001,20220812,95311760,0,1388711,A,B,373200,300
688001.SH,688001,20220812,95312400,0,1389099,A,B,372600,200
688001.SH,688001,20220812,95312800,0,1385773,D,S,374800,200
688001.SH,688001,20220812,95312800,0,1389319,A,S,374300,200
688001.SH,688001,20220812,95312810,0,1389328,A,S,374300,200
688001.SH,688001,20220812,95312810,0,1387478,D,S,374700,200
688001.SH,688001,20220812,95312860,0,1389341,A,S,374300,200
688001.SH,688001,20220812,95312860,0,1387518,D,S,374700,200
688001.SH,688001,20220812,95313300,0,1389532,A,S,374300,200
688001.SH,688001,20220812,95313480,0,1389632,A,S,374100,500
688001.SH,688001,20220812,95314550,0,1390073,A,S,374200,2499
688001.SH,688001,20220812,95315830,0,1387489,D,S,374700,200
688001.SH,688001,20220812,95315830,0,1390923,A,S,374000,200
688001.SH,688001,20220812,95315840,0,1389328,D,S,374300,200
688001.SH,688001,20220812,95315840,0,1390932,A,S,374000,200
688001.SH,688001,20220812,95315840,0,1387477,D,S,374700,200
688001.SH,688001,20220812,95315840,0,1390933,A,S,374000,200
688001.SH,688001,20220812,95315870,0,1390951,A,S,374000,200
688001.SH,688001,20220812,95315870,0,1389341,D,S,374300,200
688001.SH,688001,20220812,95318790,0,1389319,D,S,374300,200
688001.SH,688001,20220812,95318790,0,1392357,A,S,373900,200
688001.SH,688001,20220812,95321700,0,1387817,D,S,374400,200
688001.SH,688001,20220812,95321720,0,1387845,D,S,374400,200
688001.SH,688001,20220812,95321730,0,1387934,D,S,374400,200
688001.SH,688001,20220812,95321760,0,1393627,A,S,373900,200
688001.SH,688001,20220812,95321800,0,1393637,A,S,373900,200
688001.SH,688001,20220812,95321820,0,1387982,D,S,374400,200
688001.SH,688001,20220812,95321940,0,1393691,A,S,373900,200
688001.SH,688001,20220812,95322080,0,1393760,A,S,373900,200
688001.SH,688001,20220812,95325120,0,1395045,A,S,372000,9063
688001.SH,688001,20220812,95325450,0,1395230,A,S,390000,660
688001.SH,688001,20220812,95325680,0,1395370,A,S,380000,1500
688001.SH,688001,20220812,95326340,0,1395702,A,S,376500,300
688001.SH,688001,20220812,95327840,0,1396644,A,B,371700,400
688001.SH,688001,20220812,95327860,0,1396670,A,S,372000,200
688001.SH,688001,20220812,95327900,0,1396684,A,B,372000,2337
688001.SH,688001,20220812,95330410,0,1398046,A,S,373800,200
688001.SH,688001,20220812,95330460,0,1370358,D,S,375300,200
688001.SH,688001,20220812,95330530,0,1398126,A,S,373700,277
688001.SH,688001,20220812,95330560,0,1398142,A,S,373700,200
688001.SH,688001,20220812,95330560,0,1398143,A,S,373700,320
688001.SH,688001,20220812,95330560,0,1398144,A,S,373700,320
688001.SH,688001,20220812,95330590,0,1398174,A,S,373700,200
688001.SH,688001,20220812,95330590,0,1398175,A,S,373700,213
688001.SH,688001,20220812,95330620,0,1398190,A,S,373600,200
688001.SH,688001,20220812,95330620,0,1392357,D,S,373900,200
688001.SH,688001,20220812,95330620,0,1398193,A,S,373600,200
688001.SH,688001,20220812,95330630,0,1390932,D,S,374000,200
